"","unique_ID","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","Url"
"199","Pavao Pervan_2019",2019,"Wolfsburg","Bundesliga","Pavao Pervan","AUT","GK","30",1987,8.5,11,0,0,0,0,11.9,0.3,0.9,0.1,67,140,47.9,270,38,34.4,34,75,62.7,48.9,132,3,2.3,2,0.24,10.9,"https://fbref.com/en/players/c89e8aae/Pavao-Pervan"
"200","Will Norris_2019",2019,"Wolves","Premier League","Will Norris","ENG","GK","24",1993,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,"https://fbref.com/en/players/c73ada83/Will-Norris"
"201","Rui Patrício_2019",2019,"Wolves","Premier League","Rui Patrício","POR","GK","30",1988,37,46,3,1,6,4,39.3,0.27,-2.7,-0.07,213,541,39.4,579,103,52.8,39.1,284,82.7,50.5,493,14,2.8,18,0.49,12.1,"https://fbref.com/en/players/79b0d6a0/Rui-Patricio"
"202","John Ruddy_2019",2019,"Wolves","Premier League","John Ruddy","ENG","GK","31",1986,1,0,0,0,0,0,0.1,0.05,0.1,0.14,5,11,45.5,14,2,35.7,37.9,7,85.7,49.7,15,1,6.7,0,0,11,"https://fbref.com/en/players/da8b19e2/John-Ruddy"
"203","Fernando Pacheco_2020",2020,"Alavés","La Liga","Fernando Pacheco","ESP","GK","27",1992,26.2,37,8,3,2,0,34.3,0.24,-2.7,-0.1,262,572,45.8,558,85,62,42.5,250,90.4,56.7,386,8,2.1,11,0.42,13.1,"https://fbref.com/en/players/97852360/Fernando-Pacheco"
"204","Roberto_2020",2020,"Alavés","La Liga","Roberto","ESP","GK","33",1986,8.8,19,3,0,1,0,20.1,0.33,1.1,0.13,84,195,43.1,170,9,78.8,52.6,66,92.4,65.9,107,3,2.8,3,0.34,11.5,"https://fbref.com/en/players/ba3ca78f/Roberto"
"205","Antonio Sivera_2020",2020,"Alavés","La Liga","Antonio Sivera","ESP","GK","22",1996,3,3,1,0,0,0,2.2,0.25,-0.8,-0.28,29,61,47.5,56,9,67.9,46.1,27,85.2,57.9,34,1,2.9,1,0.33,9.1,"https://fbref.com/en/players/9970da54/Antonio-Sivera"
"206","Régis Gurtner_2020",2020,"Amiens","Ligue 1","Régis Gurtner","FRA","GK","32",1986,28,50,1,1,12,1,40.8,0.29,-8.2,-0.29,194,462,42,562,93,47.7,38.4,255,76.1,51,425,10,2.4,10,0.36,11.8,"https://fbref.com/en/players/bc270726/Regis-Gurtner"
"207","Ludovic Butelle_2020",2020,"Angers","Ligue 1","Ludovic Butelle","FRA","GK","36",1983,26,32,3,2,1,0,26.7,0.29,-5.3,-0.2,119,342,34.8,494,116,39.5,35.9,203,72.4,50.6,319,15,4.7,22,0.85,15.1,"https://fbref.com/en/players/26975a92/Ludovic-Butelle"
"208","Danijel Petković_2020",2020,"Angers","Ligue 1","Danijel Petković","MNE","GK","26",1993,2,1,0,0,0,0,1.1,0.16,0.1,0.06,15,27,55.6,34,10,44.1,35,19,63.2,46.6,43,4,9.3,0,0,4.7,"https://fbref.com/en/players/b98cea65/Danijel-Petkovic"
"209","Bernd Leno_2020",2020,"Arsenal","Premier League","Bernd Leno","GER","GK","27",1992,29.4,39,6,0,6,0,40,0.22,1,0.04,64,266,24.1,732,185,23.4,27.9,253,37.5,34.4,468,17,3.6,38,1.29,15.6,"https://fbref.com/en/players/2628fd2b/Bernd-Leno"
"210","Emiliano Martínez_2020",2020,"Arsenal","Premier League","Emiliano Martínez","ARG","GK","26",1992,8.6,9,1,0,3,0,11.8,0.26,2.8,0.32,28,98,28.6,232,48,29.3,31.4,61,49.2,40.2,138,8,5.8,4,0.47,13.2,"https://fbref.com/en/players/7956236f/Emiliano-Martinez"
"211","Tom Heaton_2020",2020,"Aston Villa","Premier League","Tom Heaton","ENG","GK","33",1986,19.9,35,3,1,7,1,28.4,0.26,-5.6,-0.28,112,358,31.3,431,99,52.4,39.5,195,67.7,50.5,379,11,2.9,13,0.65,12.1,"https://fbref.com/en/players/a6de6361/Tom-Heaton"
"212","Ørjan Nyland_2020",2020,"Aston Villa","Premier League","Ørjan Nyland","NOR","GK","28",1990,6,12,0,0,0,0,8.5,0.31,-3.5,-0.59,33,104,31.7,128,29,46.9,40,53,83,57.1,80,4,5,1,0.17,9.9,"https://fbref.com/en/players/bdedffac/Orjan-Nyland"
"213","Pepe Reina_2020",2020,"Aston Villa","Premier League","Pepe Reina","ESP","GK","36",1982,12,20,2,0,2,0,14.7,0.22,-5.3,-0.44,95,202,47,302,51,48.3,37.2,94,59.6,42.6,168,8,4.8,14,1.17,16.1,"https://fbref.com/en/players/e358587b/Pepe-Reina"
"214","Jed Steer_2020",2020,"Aston Villa","Premier League","Jed Steer","ENG","GK","26",1992,0.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,1,NA,0,26,1,100,65,1,NA,NA,NA,NA,NA,"https://fbref.com/en/players/a8a3d139/Jed-Steer"
"215","Pierluigi Gollini_2020",2020,"Atalanta","Serie A","Pierluigi Gollini","ITA","GK","24",1995,32,42,6,2,4,3,36.7,0.26,-2.3,-0.07,165,381,43.3,766,161,32.1,34,208,64.9,50,314,5,1.6,57,1.78,18.1,"https://fbref.com/en/players/f0f7f62f/Pierluigi-Gollini"
"216","Francesco Rossi_2020",2020,"Atalanta","Serie A","Francesco Rossi","ITA","GK","28",1991,0.1,1,0,0,0,0,0.4,0.45,-0.6,-4.53,1,1,100,3,1,33.3,30.3,0,NA,NA,0,0,NA,0,0,NA,"https://fbref.com/en/players/7b5f516f/Francesco-Rossi"
"217","Marco Sportiello_2020",2020,"Atalanta","Serie A","Marco Sportiello","ITA","GK","27",1992,5.8,5,0,0,0,0,4.8,0.26,-0.2,-0.04,9,28,32.1,124,32,12.1,26.9,26,50,38.8,52,3,5.8,10,1.71,19.7,"https://fbref.com/en/players/ac4003af/Marco-Sportiello"
"218","Iago Herrerín_2020",2020,"Athletic Club","La Liga","Iago Herrerín","ESP","GK","31",1988,4.7,9,0,1,0,0,5.2,0.29,-3.8,-0.8,41,101,40.6,138,27,55.8,41.4,30,80,54.8,52,6,11.5,0,0,10,"https://fbref.com/en/players/9109185e/Iago-Herrerin"
"219","Unai Simón_2020",2020,"Athletic Club","La Liga","Unai Simón","ESP","GK","22",1997,33.2,29,5,1,2,2,34.6,0.28,7.6,0.23,304,716,42.5,838,145,56.6,42.2,268,90.3,61.6,495,20,4,20,0.6,13.1,"https://fbref.com/en/players/5dcf3e90/Unai-Simon"
"220","Antonio Adán_2020",2020,"Atlético Madrid","La Liga","Antonio Adán","ESP","GK","32",1987,0.3,0,0,0,0,0,0,0.04,0,0.13,1,3,33.3,5,1,40,30.2,1,100,65,1,0,0,0,0,NA,"https://fbref.com/en/players/65d62814/Antonio-Adan"
"221","Jan Oblak_2020",2020,"Atlético Madrid","La Liga","Jan Oblak","SVN","GK","26",1993,37.7,27,3,1,4,3,29.8,0.25,5.8,0.15,232,589,39.4,635,111,56.7,41.2,316,72.5,49.9,532,12,2.3,12,0.32,13.1,"https://fbref.com/en/players/ee8508c0/Jan-Oblak"
"222","Tomáš Koubek_2020",2020,"Augsburg","Bundesliga","Tomáš Koubek","CZE","GK","26",1992,24,51,0,0,3,2,42.7,0.35,-6.3,-0.26,145,457,31.7,623,102,49.3,40.3,212,70.8,53.4,366,13,3.6,34,1.42,15.7,"https://fbref.com/en/players/dc366c36/Tomas-Koubek"
"223","Andreas Luthe_2020",2020,"Augsburg","Bundesliga","Andreas Luthe","GER","GK","32",1987,10,12,0,0,0,1,14.1,0.43,3.1,0.31,52,165,31.5,324,51,37,35.1,91,49.5,40.8,184,10,5.4,11,1.1,13.9,"https://fbref.com/en/players/7fe12375/Andreas-Luthe"
"224","Neto_2020",2020,"Barcelona","La Liga","Neto","BRA","GK","30",1989,2,2,0,0,0,0,1.6,0.54,-0.4,-0.19,5,10,50,46,5,15.2,24.5,15,20,24.2,22,1,4.5,4,2,16.6,"https://fbref.com/en/players/a9dc785c/Neto"
"225","Marc-André ter Stegen_2020",2020,"Barcelona","La Liga","Marc-André ter Stegen","GER","GK","27",1992,36,36,6,2,1,0,34.8,0.25,-1.2,-0.03,122,239,51,1206,177,15.3,25.7,224,24.6,29.4,379,18,4.7,39,1.08,15.2,"https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen"
"226","Manuel Neuer_2020",2020,"Bayern Munich","Bundesliga","Manuel Neuer","GER","GK","33",1986,33,31,3,0,6,1,34.6,0.28,4.6,0.14,139,276,50.4,1267,203,19.6,26.4,180,15.6,27.8,303,10,3.3,123,3.73,23.7,"https://fbref.com/en/players/8778c910/Manuel-Neuer"
"227","Sven Ulreich_2020",2020,"Bayern Munich","Bundesliga","Sven Ulreich","GER","GK","30",1988,1,1,0,0,0,0,1.1,0.42,0.1,0.12,2,7,28.6,42,5,14.3,24,10,10,20.4,11,0,0,1,1,14.3,"https://fbref.com/en/players/7d3e7da6/Sven-Ulreich"
"228","Daniel Martín_2020",2020,"Betis","La Liga","Daniel Martín","ESP","GK","21",1998,5.9,12,0,0,1,0,7.9,0.33,-4.1,-0.69,23,58,39.7,147,34,29.3,30.8,36,41.7,40.6,69,2,2.9,8,1.36,18.3,"https://fbref.com/en/players/4df0dff8/Daniel-Martin"
"229","Joel Robles_2020",2020,"Betis","La Liga","Joel Robles","ESP","GK","29",1990,32.1,48,11,1,3,1,46.9,0.28,-0.1,0,135,406,33.3,905,137,34.6,33,241,38.6,35.5,455,10,2.2,51,1.59,17.8,"https://fbref.com/en/players/cda0b317/Joel-Robles"
"230","Angelo da Costa Júnior_2020",2020,"Bologna","Serie A","Angelo da Costa Júnior","BRA","GK","35",1983,1,1,0,0,0,0,0.2,0.1,-0.8,-0.79,0,2,0,22,4,9.1,27,4,0,15.8,8,0,0,1,1,33,"https://fbref.com/en/players/18736214/Angelo-da-Costa-Junior"
"231","Łukasz Skorupski_2020",2020,"Bologna","Serie A","Łukasz Skorupski","POL","GK","28",1991,37,64,6,2,6,1,53.9,0.26,-9.1,-0.25,161,364,44.2,848,218,29.7,31.5,291,38.5,33.6,474,44,9.3,29,0.78,12.7,"https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski"
"232","Benoît Costil_2020",2020,"Bordeaux","Ligue 1","Benoît Costil","FRA","GK","32",1987,28,34,2,0,4,1,32.7,0.28,-0.3,-0.01,159,394,40.4,637,99,40.2,34.8,246,56.1,40.9,434,17,3.9,28,1,15.2,"https://fbref.com/en/players/2434f24a/Benoit-Costil"
"233","Aaron Ramsdale_2020",2020,"Bournemouth","Premier League","Aaron Ramsdale","ENG","GK","21",1998,37,62,5,4,4,0,60.7,0.3,-1.3,-0.04,183,607,30.1,843,185,48.2,39.2,288,69.8,53.5,591,20,3.4,25,0.68,11.6,"https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale"
"234","Mark Travers_2020",2020,"Bournemouth","Premier League","Mark Travers","IRL","GK","20",1999,1,3,0,0,0,0,1.9,0.39,-1.1,-1.07,2,9,22.2,23,5,21.7,29.2,7,57.1,43.4,12,0,0,1,1,13.3,"https://fbref.com/en/players/fe558029/Mark-Travers"
"235","Enrico Alfonso_2020",2020,"Brescia","Serie A","Enrico Alfonso","ITA","GK","31",1988,3.1,4,0,0,0,0,2.6,0.23,-1.4,-0.47,8,27,29.6,56,9,35.7,33.3,24,29.2,29,54,0,0,4,1.29,12.9,"https://fbref.com/en/players/95adf1e1/Enrico-Alfonso"
"236","Lorenzo Andrenacci_2020",2020,"Brescia","Serie A","Lorenzo Andrenacci","ITA","GK","24",1995,5.9,16,0,1,1,0,12.8,0.29,-3.2,-0.54,24,60,40,96,45,28.1,31.8,66,50,40.8,98,3,3.1,1,0.17,10.1,"https://fbref.com/en/players/fe471a89/Lorenzo-Andrenacci"
"237","Jesse Joronen_2020",2020,"Brescia","Serie A","Jesse Joronen","FIN","GK","26",1993,29,59,9,0,8,3,53.6,0.25,-2.4,-0.08,138,380,36.3,579,164,44.9,36.9,275,43.6,38.3,530,17,3.2,12,0.41,9,"https://fbref.com/en/players/7f66ea09/Jesse-Joronen"
"238","Gautier Larsonneur_2020",2020,"Brest","Ligue 1","Gautier Larsonneur","FRA","GK","22",1997,26.6,34,3,0,4,0,41.4,0.28,7.4,0.28,128,373,34.3,783,152,35.9,35.2,235,39.1,35.2,454,19,4.2,28,1.05,13.5,"https://fbref.com/en/players/b49729cb/Gautier-Larsonneur"
"239","Donovan Léon_2020",2020,"Brest","Ligue 1","Donovan Léon","GUF","GK","26",1992,1.4,3,1,0,0,0,4.3,0.3,1.3,0.97,8,20,40,34,8,44.1,38.3,8,62.5,46.3,30,2,6.7,0,0,5.3,"https://fbref.com/en/players/51c83a90/Donovan-Leon"
"240","Mathew Ryan_2020",2020,"Brighton","Premier League","Mathew Ryan","AUS","GK","27",1992,38,54,2,0,7,2,50.2,0.29,-1.8,-0.05,207,412,50.2,1201,255,25.3,29,274,39.4,33.4,526,20,3.8,26,0.68,13.7,"https://fbref.com/en/players/4535e4bb/Mathew-Ryan"
"241","Nick Pope_2020",2020,"Burnley","Premier League","Nick Pope","ENG","GK","27",1992,38,50,4,0,7,1,45.7,0.25,-3.3,-0.09,263,870,30.2,883,180,67.6,47.1,304,89.8,63.7,623,52,8.3,48,1.26,14.9,"https://fbref.com/en/players/4b40d9ca/Nick-Pope"
"242","Alessio Cragno_2020",2020,"Cagliari","Serie A","Alessio Cragno","ITA","GK","25",1994,16,21,1,0,2,1,21.6,0.22,1.6,0.1,68,224,30.4,314,74,45.5,37,156,51.9,39.9,274,12,4.4,7,0.44,10.6,"https://fbref.com/en/players/f554e29b/Alessio-Cragno"
"243","Robin Olsen_2020",2020,"Cagliari","Serie A","Robin Olsen","SWE","GK","29",1990,16.9,24,4,0,1,2,23.2,0.22,1.2,0.07,87,246,35.4,328,62,49.7,40.2,159,52.2,42.4,293,8,2.7,5,0.3,10.1,"https://fbref.com/en/players/e7ee38c3/Robin-Olsen"
"244","Rafael_2020",2020,"Cagliari","Serie A","Rafael","BRA","GK","37",1982,5,11,2,0,0,0,7.6,0.33,-3.4,-0.68,33,71,46.5,109,18,51.4,37,46,32.6,31.3,98,3,3.1,3,0.59,11.1,"https://fbref.com/en/players/dd06d56c/Rafael"
"245","Sergio Álvarez_2020",2020,"Celta Vigo","La Liga","Sergio Álvarez","ESP","GK","32",1986,2,1,0,0,0,0,1,0.34,0,0.01,5,18,27.8,35,6,25.7,30.1,19,47.4,38.8,37,0,0,1,0.5,16,"https://fbref.com/en/players/8875b8c9/Sergio-Alvarez"
"246","Rubén Blanco_2020",2020,"Celta Vigo","La Liga","Rubén Blanco","ESP","GK","24",1995,32.9,43,5,3,3,0,41.1,0.28,-1.9,-0.06,184,518,35.5,691,122,46.2,37.4,292,68.2,49.6,523,19,3.6,11,0.33,9.8,"https://fbref.com/en/players/967f34d3/Ruben-Blanco"
"247","Iván Villar_2020",2020,"Celta Vigo","La Liga","Iván Villar","ESP","GK","22",1997,3.1,5,0,0,0,0,3.7,0.34,-1.3,-0.41,13,40,32.5,58,8,36.2,31.7,28,67.9,50.9,44,1,2.3,4,1.29,12.8,"https://fbref.com/en/players/cde52ef5/Ivan-Villar"
"248","Kepa Arrizabalaga_2020",2020,"Chelsea","Premier League","Kepa Arrizabalaga","ESP","GK","24",1994,33,47,2,2,7,2,33.7,0.32,-11.3,-0.34,83,250,33.2,892,151,20.6,28.3,198,33.3,32.7,343,20,5.8,35,1.06,16,"https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga"
"249","Willy Caballero_2020",2020,"Chelsea","Premier League","Willy Caballero","ARG","GK","37",1981,5,7,0,0,2,1,3.8,0.23,-2.2,-0.45,19,52,36.5,136,17,30.9,31.4,28,35.7,32.9,46,1,2.2,3,0.6,16,"https://fbref.com/en/players/a179d516/Willy-Caballero"
"250","Vicente Guaita_2020",2020,"Crystal Palace","Premier League","Vicente Guaita","ESP","GK","32",1987,35,42,0,0,3,2,47.4,0.33,7.4,0.21,202,625,32.3,783,173,51.3,38.8,274,81.4,56.8,591,23,3.9,24,0.69,12.3,"https://fbref.com/en/players/ab13a5aa/Vicente-Guaita"
"251","Wayne Hennessey_2020",2020,"Crystal Palace","Premier League","Wayne Hennessey","WAL","GK","32",1987,3,8,0,1,2,0,8.3,0.36,0.3,0.1,35,85,41.2,65,7,78.5,48.9,39,87.2,61.3,60,0,0,3,1,13.2,"https://fbref.com/en/players/76eca7e2/Wayne-Hennessey"
"252","Rúnar Alex Rúnarsson_2020",2020,"Dijon","Ligue 1","Rúnar Alex Rúnarsson","ISL","GK","24",1995,10,17,0,0,3,1,11.3,0.24,-4.7,-0.47,50,121,41.3,248,56,30.6,31.3,81,55.6,43.9,163,9,5.5,9,0.9,14,"https://fbref.com/en/players/8fa8f8d2/Runar-Alex-Runarsson"
"253","Alfred Gomis_2020",2020,"Dijon","Ligue 1","Alfred Gomis","SEN","GK","25",1993,18,20,1,2,2,1,17.5,0.21,-1.5,-0.08,148,343,43.1,566,114,41.5,36.1,168,64.3,46.4,306,23,7.5,13,0.72,12.2,"https://fbref.com/en/players/cecbce23/Alfred-Gomis"
"254","Roman Bürki_2020",2020,"Dortmund","Bundesliga","Roman Bürki","SUI","GK","28",1990,30.8,40,3,0,7,3,34.5,0.35,-2.5,-0.08,84,272,30.9,847,182,24.9,30,201,30.3,33.1,309,11,3.6,45,1.46,18.2,"https://fbref.com/en/players/9d12e142/Roman-Burki"
"255","Marwin Hitz_2020",2020,"Dortmund","Bundesliga","Marwin Hitz","SUI","GK","31",1987,3.2,1,0,0,0,0,3.4,0.49,2.4,0.75,8,22,36.4,75,14,17.3,28.2,25,36,38.3,35,1,2.9,4,1.24,15.4,"https://fbref.com/en/players/2e7ff968/Marwin-Hitz"
"256","Florian Kastenmeier_2020",2020,"Düsseldorf","Bundesliga","Florian Kastenmeier","GER","GK","22",1997,17,31,2,0,3,3,25.2,0.3,-2.8,-0.17,115,287,40.1,509,57,44.4,38,112,54.5,45.1,207,6,2.9,20,1.18,15.8,"https://fbref.com/en/players/dc2e4736/Florian-Kastenmeier"
"257","Zack Steffen_2020",2020,"Düsseldorf","Bundesliga","Zack Steffen","USA","GK","24",1995,17,36,1,1,4,1,32.5,0.32,-2.5,-0.15,129,296,43.6,472,102,42.6,36.9,144,66,51.2,264,14,5.3,16,0.94,12.9,"https://fbref.com/en/players/42130443/Zack-Steffen"
"258","Marko Dmitrović_2020",2020,"Eibar","La Liga","Marko Dmitrović","SRB","GK","27",1992,35,51,4,2,3,1,45.8,0.35,-4.2,-0.12,266,822,32.4,815,88,72.1,51.6,244,95.9,70.9,419,24,5.7,75,2.14,17.9,"https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic"
"259","Yoel_2020",2020,"Eibar","La Liga","Yoel","ESP","GK","30",1988,3,5,0,0,0,0,6.4,0.34,1.4,0.48,31,74,41.9,67,5,74.6,52.9,24,100,67,52,2,3.8,2,0.67,10.2,"https://fbref.com/en/players/61bb7498/Yoel"
"260","Frederik Rønnow_2020",2020,"Eint Frankfurt","Bundesliga","Frederik Rønnow","DEN","GK","26",1992,9,14,2,0,0,0,14.3,0.26,0.3,0.04,78,172,45.3,280,37,48.9,37.9,62,56.5,45,116,4,3.4,11,1.22,17.4,"https://fbref.com/en/players/a70b8345/Frederik-Ronnow"
"261","Kevin Trapp_2020",2020,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","29",1990,22,38,1,1,3,2,32.1,0.3,-3.9,-0.18,153,359,42.6,792,89,36.7,33.2,145,46.9,39.7,261,15,5.7,32,1.45,16.1,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
"262","Felix Wiedwald_2020",2020,"Eint Frankfurt","Bundesliga","Felix Wiedwald","GER","GK","29",1990,3,8,0,0,2,0,5.5,0.27,-2.5,-0.85,22,40,55,77,15,35.1,33.2,24,54.2,40.5,41,1,2.4,5,1.67,13.5,"https://fbref.com/en/players/e2d34771/Felix-Wiedwald"
"263","Diego López_2020",2020,"Espanyol","La Liga","Diego López","ESP","GK","37",1981,35.9,58,6,0,4,2,53.9,0.31,-2.1,-0.06,218,661,33,834,118,54.1,41.1,302,69.5,49.8,474,26,5.5,50,1.39,15.9,"https://fbref.com/en/players/73683fa9/Diego-Lopez"
"264","Oier Olazábal_2020",2020,"Espanyol","La Liga","Oier Olazábal","ESP","GK","29",1989,2,0,0,0,0,0,0.5,0.18,0.5,0.27,6,17,35.3,51,15,21.6,31.1,12,50,41.4,21,3,14.3,0,0,7.8,"https://fbref.com/en/players/b5bdf144/Oier-Olazabal"
"265","Jordan Pickford_2020",2020,"Everton","Premier League","Jordan Pickford","ENG","GK","25",1994,38,56,3,3,5,3,50.2,0.32,-2.8,-0.07,270,730,37,1115,195,50.8,40.1,264,62.1,48.5,510,24,4.7,25,0.66,13.4,"https://fbref.com/en/players/4806ec67/Jordan-Pickford"
"266","Federico Brancolini_2020",2020,"Fiorentina","Serie A","Federico Brancolini","ITA","GK","18",2001,0.1,0,0,0,0,0,0,NA,0,0,1,1,100,2,0,0,24,1,100,66,0,0,NA,0,0,18,"https://fbref.com/en/players/d4890c25/Federico-Brancolini"
"267","Bartłomiej Drągowski_2020",2020,"Fiorentina","Serie A","Bartłomiej Drągowski","POL","GK","21",1997,31,43,6,2,5,0,42.7,0.25,-0.3,-0.01,109,338,32.2,677,196,34.9,33.6,221,46.2,39.1,440,13,3,30,0.97,14.2,"https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski"
"268","Pietro Terracciano_2020",2020,"Fiorentina","Serie A","Pietro Terracciano","ITA","GK","29",1990,6.9,5,3,0,0,0,7.5,0.2,2.5,0.36,18,78,23.1,149,36,38.9,35.2,59,33.9,34.7,103,6,5.8,5,0.72,12.2,"https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano"
"269","Mark Flekken_2020",2020,"Freiburg","Bundesliga","Mark Flekken","NED","GK","26",1993,10,14,0,0,1,0,19.7,0.28,5.7,0.57,64,180,35.6,324,38,37,35.9,108,55.6,47.8,160,5,3.1,8,0.8,12.6,"https://fbref.com/en/players/a92ab7be/Mark-Flekken"
"270","Alexander Schwolow_2020",2020,"Freiburg","Bundesliga","Alexander Schwolow","GER","GK","27",1992,23.2,32,3,0,5,0,31.9,0.25,-0.1,0,153,429,35.7,726,120,34.4,34.3,249,71.9,55.1,381,13,3.4,14,0.6,12.9,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow"
"271","Niclas Thiede_2020",2020,"Freiburg","Bundesliga","Niclas Thiede","GER","GK","20",1999,0.8,1,0,0,0,0,1.5,0.39,0.5,0.72,1,9,11.1,34,11,26.5,29.2,7,0,21.1,13,0,0,1,1.32,18,"https://fbref.com/en/players/cac55e10/Niclas-Thiede"
"272","Mattia Perin_2020",2020,"Genoa","Serie A","Mattia Perin","ITA","GK","26",1992,21,38,1,1,3,1,34.6,0.33,-2.4,-0.12,129,373,34.6,538,90,51.3,40.1,189,51.3,41.6,341,18,5.3,12,0.57,12.8,"https://fbref.com/en/players/4c62d0c8/Mattia-Perin"
"273","Ionuț Radu_2020",2020,"Genoa","Serie A","Ionuț Radu","ROU","GK","22",1997,17,35,6,2,4,1,31.3,0.26,-2.7,-0.16,61,169,36.1,504,90,29,31,152,15.1,26.1,252,8,3.2,7,0.41,11.1,"https://fbref.com/en/players/67f649be/Ionut-Radu"
"274","David Soria_2020",2020,"Getafe","La Liga","David Soria","ESP","GK","26",1993,38,37,5,0,2,2,38.3,0.3,3.3,0.09,359,970,37,880,46,83.4,52.7,259,91.1,58.5,383,20,5.2,69,1.82,18.1,"https://fbref.com/en/players/8f8c6934/David-Soria"
"275","Aarón Escandell_2020",2020,"Granada","La Liga","Aarón Escandell","ESP","GK","23",1995,3,3,0,0,0,0,3.1,0.22,0.1,0.03,25,76,32.9,100,22,62,42.5,26,53.8,46.7,39,2,5.1,2,0.67,13.6,"https://fbref.com/en/players/67669ce7/Aaron-Escandell"
"276","Rui Silva_2020",2020,"Granada","La Liga","Rui Silva","POR","GK","25",1994,35,42,4,1,5,0,42.8,0.27,0.8,0.02,304,823,36.9,974,115,59.9,43.1,299,80.3,55.8,499,25,5,66,1.89,16.6,"https://fbref.com/en/players/ea83bfa6/Rui-Silva"
"277","Boris Radunović_2020",2020,"Hellas Verona","Serie A","Boris Radunović","SRB","GK","23",1996,3,8,2,1,1,0,6.2,0.28,-1.8,-0.59,12,33,36.4,47,10,42.6,37.3,14,92.9,65.6,23,0,0,1,0.33,12.6,"https://fbref.com/en/players/0dfce079/Boris-Radunovic"
"278","Marco Silvestri_2020",2020,"Hellas Verona","Serie A","Marco Silvestri","ITA","GK","28",1991,35,43,7,1,6,1,44.9,0.24,2.9,0.08,182,687,26.5,650,74,63.1,43.7,330,83.9,55.3,547,17,3.1,15,0.43,11,"https://fbref.com/en/players/0d422df7/Marco-Silvestri"
"279","Rune Jarstein_2020",2020,"Hertha BSC","Bundesliga","Rune Jarstein","NOR","GK","34",1984,28.3,46,7,3,5,2,42.2,0.25,-1.8,-0.06,262,563,46.5,786,117,50.8,39.2,224,73.2,50.6,458,33,7.2,20,0.71,12,"https://fbref.com/en/players/27d2618c/Rune-Jarstein"
"280","Thomas Kraft_2020",2020,"Hertha BSC","Bundesliga","Thomas Kraft","GER","GK","31",1988,4,9,0,0,2,0,6,0.31,-3,-0.76,34,82,41.5,95,14,58.9,39.5,33,78.8,54.9,75,2,2.7,6,1.5,22.8,"https://fbref.com/en/players/bb25c778/Thomas-Kraft"
"281","Dennis Smarsch_2020",2020,"Hertha BSC","Bundesliga","Dennis Smarsch","GER","GK","20",1999,1.7,4,0,0,1,0,2.3,0.21,-1.7,-0.99,10,26,38.5,53,8,30.2,32.7,16,62.5,45.1,15,1,6.7,3,1.79,12.9,"https://fbref.com/en/players/45f6f52b/Dennis-Smarsch"
"282","Oliver Baumann_2020",2020,"Hoffenheim","Bundesliga","Oliver Baumann","GER","GK","29",1990,30,49,5,0,4,2,48.5,0.29,1.5,0.05,137,391,35,1019,174,28.8,29.9,262,37.4,34.5,485,18,3.7,27,0.9,13.9,"https://fbref.com/en/players/47064058/Oliver-Baumann"
"283","Philipp Pentke_2020",2020,"Hoffenheim","Bundesliga","Philipp Pentke","GER","GK","34",1985,4,4,1,0,0,0,6.2,0.25,2.2,0.55,13,46,28.3,133,26,27.1,30.5,30,33.3,37.9,80,4,5,11,2.75,17,"https://fbref.com/en/players/c41f7379/Philipp-Pentke"
"284","Samir Handanović_2020",2020,"Inter","Serie A","Samir Handanović","SVN","GK","35",1984,35,32,2,0,3,1,29.3,0.24,-1.7,-0.05,111,222,50,853,189,18.2,27.2,267,25.1,28.9,490,24,4.9,19,0.54,11.8,"https://fbref.com/en/players/74419746/Samir-Handanovic"
"285","Daniele Padelli_2020",2020,"Inter","Serie A","Daniele Padelli","ITA","GK","33",1985,3,4,1,0,2,0,3.7,0.34,-0.3,-0.1,3,17,17.6,69,14,20.3,29.9,24,12.5,25.2,55,2,3.6,2,0.67,12.2,"https://fbref.com/en/players/cf1c23d8/Daniele-Padelli"
