"","unique_ID","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","Url"
"250","Vicente Guaita_2020",2020,"Crystal Palace","Premier League","Vicente Guaita","ESP","GK","32",1987,35,35,3150,35,42,1.2,149,109,71.8,11,9,15,10,28.6,1,0,0,1,NA,"https://fbref.com/en/players/ab13a5aa/Vicente-Guaita"
"251","Wayne Hennessey_2020",2020,"Crystal Palace","Premier League","Wayne Hennessey","WAL","GK","32",1987,3,3,270,3,8,2.67,23,15,65.2,0,1,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/76eca7e2/Wayne-Hennessey"
"252","Rúnar Alex Rúnarsson_2020",2020,"Dijon","Ligue 1","Rúnar Alex Rúnarsson","ISL","GK","24",1995,11,9,900,10,17,1.7,47,31,63.8,1,2,6,0,0,0,0,0,0,NA,"https://fbref.com/en/players/8fa8f8d2/Runar-Alex-Runarsson"
"253","Alfred Gomis_2020",2020,"Dijon","Ligue 1","Alfred Gomis","SEN","GK","25",1993,19,19,1620,18,20,1.11,81,62,76.5,6,7,6,6,31.6,1,1,0,0,0,"https://fbref.com/en/players/cecbce23/Alfred-Gomis"
"254","Roman Bürki_2020",2020,"Dortmund","Bundesliga","Roman Bürki","SUI","GK","28",1990,31,31,2770,30.8,40,1.3,95,58,61.1,19,5,7,12,38.7,3,3,0,0,0,"https://fbref.com/en/players/9d12e142/Roman-Burki"
"255","Marwin Hitz_2020",2020,"Dortmund","Bundesliga","Marwin Hitz","SUI","GK","31",1987,4,3,290,3.2,1,0.31,7,6,85.7,2,1,0,3,100,0,0,0,0,NA,"https://fbref.com/en/players/2e7ff968/Marwin-Hitz"
"256","Florian Kastenmeier_2020",2020,"Düsseldorf","Bundesliga","Florian Kastenmeier","GER","GK","22",1997,17,17,1530,17,31,1.82,78,49,62.8,2,9,6,2,11.8,3,2,1,0,33.3,"https://fbref.com/en/players/dc2e4736/Florian-Kastenmeier"
"257","Zack Steffen_2020",2020,"Düsseldorf","Bundesliga","Zack Steffen","USA","GK","24",1995,17,17,1530,17,36,2.12,99,63,64.6,4,3,10,2,11.8,2,1,1,0,50,"https://fbref.com/en/players/42130443/Zack-Steffen"
"258","Marko Dmitrović_2020",2020,"Eibar","La Liga","Marko Dmitrović","SRB","GK","27",1992,35,35,3150,35,51,1.46,122,71,61.5,9,9,17,10,28.6,5,4,1,0,20,"https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic"
"259","Yoel_2020",2020,"Eibar","La Liga","Yoel","ESP","GK","30",1988,4,4,270,3,5,1.67,16,10,68.8,2,0,1,1,25,1,0,1,0,100,"https://fbref.com/en/players/61bb7498/Yoel"
"260","Frederik Rønnow_2020",2020,"Eint Frankfurt","Bundesliga","Frederik Rønnow","DEN","GK","26",1992,9,9,810,9,14,1.56,49,35,75.5,2,3,4,1,11.1,2,2,0,0,0,"https://fbref.com/en/players/a70b8345/Frederik-Ronnow"
"261","Kevin Trapp_2020",2020,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","29",1990,22,22,1980,22,38,1.73,105,69,64.8,11,3,8,4,18.2,1,1,0,0,0,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
"262","Felix Wiedwald_2020",2020,"Eint Frankfurt","Bundesliga","Felix Wiedwald","GER","GK","29",1990,3,3,270,3,8,2.67,20,12,60,0,0,3,0,0,0,0,0,0,NA,"https://fbref.com/en/players/e2d34771/Felix-Wiedwald"
"263","Diego López_2020",2020,"Espanyol","La Liga","Diego López","ESP","GK","37",1981,36,36,3232,35.9,58,1.62,160,103,67.5,4,9,23,4,11.1,7,6,1,0,14.3,"https://fbref.com/en/players/73683fa9/Diego-Lopez"
"264","Oier Olazábal_2020",2020,"Espanyol","La Liga","Oier Olazábal","ESP","GK","29",1989,2,2,180,2,0,0,3,3,100,1,1,0,2,100,0,0,0,0,NA,"https://fbref.com/en/players/b5bdf144/Oier-Olazabal"
"265","Jordan Pickford_2020",2020,"Everton","Premier League","Jordan Pickford","ENG","GK","25",1994,38,38,3420,38,56,1.47,147,94,63.9,13,10,15,9,23.7,4,3,0,1,0,"https://fbref.com/en/players/4806ec67/Jordan-Pickford"
"266","Federico Brancolini_2020",2020,"Fiorentina","Serie A","Federico Brancolini","ITA","GK","18",2001,1,0,6,0.1,0,0,0,0,NA,0,0,0,1,NA,0,0,0,0,NA,"https://fbref.com/en/players/d4890c25/Federico-Brancolini"
"267","Bartłomiej Drągowski_2020",2020,"Fiorentina","Serie A","Bartłomiej Drągowski","POL","GK","21",1997,31,31,2790,31,43,1.39,139,94,73.4,7,12,12,8,25.8,8,6,2,0,25,"https://fbref.com/en/players/085e71a7/Bartlomiej-Dragowski"
"268","Pietro Terracciano_2020",2020,"Fiorentina","Serie A","Pietro Terracciano","ITA","GK","29",1990,7,7,624,6.9,5,0.72,23,18,91.3,5,1,1,2,28.6,3,3,0,0,0,"https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano"
"269","Mark Flekken_2020",2020,"Freiburg","Bundesliga","Mark Flekken","NED","GK","26",1993,10,10,900,10,14,1.4,69,55,79.7,4,3,3,3,30,1,0,0,1,NA,"https://fbref.com/en/players/a92ab7be/Mark-Flekken"
"270","Alexander Schwolow_2020",2020,"Freiburg","Bundesliga","Alexander Schwolow","GER","GK","27",1992,24,24,2091,23.2,32,1.38,118,86,75.4,9,6,9,4,16.7,3,3,0,0,0,"https://fbref.com/en/players/0d55d942/Alexander-Schwolow"
"271","Niclas Thiede_2020",2020,"Freiburg","Bundesliga","Niclas Thiede","GER","GK","20",1999,1,0,69,0.8,1,1.3,4,3,75,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/cac55e10/Niclas-Thiede"
"272","Mattia Perin_2020",2020,"Genoa","Serie A","Mattia Perin","ITA","GK","26",1992,21,21,1890,21,38,1.81,103,66,64.1,8,4,9,5,23.8,2,1,0,1,0,"https://fbref.com/en/players/4c62d0c8/Mattia-Perin"
"273","Ionuț Radu_2020",2020,"Genoa","Serie A","Ionuț Radu","ROU","GK","22",1997,17,17,1530,17,35,2.06,98,64,70.4,2,5,10,2,11.8,7,6,0,1,0,"https://fbref.com/en/players/67f649be/Ionut-Radu"
"274","David Soria_2020",2020,"Getafe","La Liga","David Soria","ESP","GK","26",1993,38,38,3420,38,37,0.97,109,73,70.6,14,12,12,15,39.5,6,5,1,0,16.7,"https://fbref.com/en/players/8f8c6934/David-Soria"
"275","Aarón Escandell_2020",2020,"Granada","La Liga","Aarón Escandell","ESP","GK","23",1995,3,3,270,3,3,1,14,11,78.6,1,0,2,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/67669ce7/Aaron-Escandell"
"276","Rui Silva_2020",2020,"Granada","La Liga","Rui Silva","POR","GK","25",1994,35,35,3150,35,42,1.2,142,99,73.2,15,8,12,12,34.3,5,4,1,0,20,"https://fbref.com/en/players/ea83bfa6/Rui-Silva"
"277","Boris Radunović_2020",2020,"Hellas Verona","Serie A","Boris Radunović","SRB","GK","23",1996,3,3,270,3,8,2.67,15,7,60,1,0,2,1,33.3,2,2,0,0,0,"https://fbref.com/en/players/0dfce079/Boris-Radunovic"
"278","Marco Silvestri_2020",2020,"Hellas Verona","Serie A","Marco Silvestri","ITA","GK","28",1991,35,35,3150,35,43,1.23,159,117,77.4,11,13,11,9,25.7,7,7,0,0,0,"https://fbref.com/en/players/0d422df7/Marco-Silvestri"
"279","Rune Jarstein_2020",2020,"Hertha BSC","Bundesliga","Rune Jarstein","NOR","GK","34",1984,29,29,2547,28.3,46,1.63,143,99,72.7,11,5,13,9,31,7,7,0,0,0,"https://fbref.com/en/players/27d2618c/Rune-Jarstein"
"280","Thomas Kraft_2020",2020,"Hertha BSC","Bundesliga","Thomas Kraft","GER","GK","31",1988,4,4,360,4,9,2.25,19,10,52.6,0,3,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/bb25c778/Thomas-Kraft"
"281","Dennis Smarsch_2020",2020,"Hertha BSC","Bundesliga","Dennis Smarsch","GER","GK","20",1999,2,1,151,1.7,4,2.38,11,7,63.6,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/45f6f52b/Dennis-Smarsch"
"282","Oliver Baumann_2020",2020,"Hoffenheim","Bundesliga","Oliver Baumann","GER","GK","29",1990,30,30,2700,30,49,1.63,146,97,69.9,13,7,10,7,23.3,7,5,2,0,28.6,"https://fbref.com/en/players/47064058/Oliver-Baumann"
"283","Philipp Pentke_2020",2020,"Hoffenheim","Bundesliga","Philipp Pentke","GER","GK","34",1985,4,4,360,4,4,1,21,17,85.7,2,0,2,1,25,1,1,0,0,0,"https://fbref.com/en/players/c41f7379/Philipp-Pentke"
"284","Samir Handanović_2020",2020,"Inter","Serie A","Samir Handanović","SVN","GK","35",1984,35,35,3150,35,32,0.91,110,78,72.7,22,10,3,13,37.1,3,2,1,0,33.3,"https://fbref.com/en/players/74419746/Samir-Handanovic"
"285","Daniele Padelli_2020",2020,"Inter","Serie A","Daniele Padelli","ITA","GK","33",1985,4,4,270,3,4,1.33,8,4,62.5,2,0,1,1,25,1,1,0,0,0,"https://fbref.com/en/players/cf1c23d8/Daniele-Padelli"
"286","Gianluigi Buffon_2020",2020,"Juventus","Serie A","Gianluigi Buffon","ITA","GK","41",1978,9,9,810,9,10,1.11,33,23,72.7,7,1,1,1,11.1,2,1,0,1,0,"https://fbref.com/en/players/e40d028b/Gianluigi-Buffon"
"287","Carlo Pinsoglio_2020",2020,"Juventus","Serie A","Carlo Pinsoglio","ITA","GK","29",1990,1,0,19,0.2,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/f6a06749/Carlo-Pinsoglio"
"288","Wojciech Szczęsny_2020",2020,"Juventus","Serie A","Wojciech Szczęsny","POL","GK","29",1990,29,29,2591,28.8,33,1.15,129,95,80.6,19,4,6,11,37.9,10,8,1,1,11.1,"https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny"
"289","Timo Horn_2020",2020,"Köln","Bundesliga","Timo Horn","GER","GK","26",1993,34,34,3060,34,69,2.03,156,87,58.3,10,6,18,6,17.6,6,4,2,0,33.3,"https://fbref.com/en/players/3cd9e95a/Timo-Horn"
"290","Thomas Strakosha_2020",2020,"Lazio","Serie A","Thomas Strakosha","ALB","GK","24",1995,38,38,3420,38,42,1.11,154,112,77.3,24,6,8,11,28.9,9,7,1,1,12.5,"https://fbref.com/en/players/339fe0e8/Thomas-Strakosha"
"291","Gabriel_2020",2020,"Lecce","Serie A","Gabriel","BRA","GK","26",1992,34,34,2997,33.3,76,2.28,227,152,70.9,6,8,20,2,5.9,12,10,2,0,16.7,"https://fbref.com/en/players/f93ed0df/Gabriel"
"292","Mauro Vigorito_2020",2020,"Lecce","Serie A","Mauro Vigorito","ITA","GK","29",1990,5,4,423,4.7,9,1.91,29,20,72.4,3,0,1,1,25,1,1,0,0,0,"https://fbref.com/en/players/582a251c/Mauro-Vigorito"
"293","Iván Cuéllar_2020",2020,"Leganés","La Liga","Iván Cuéllar","ESP","GK","35",1984,27,27,2429,27,33,1.22,99,65,67.7,7,9,11,7,25.9,2,1,1,0,50,"https://fbref.com/en/players/75751c99/Ivan-Cuellar"
"294","Juan Soriano_2020",2020,"Leganés","La Liga","Juan Soriano","ESP","GK","21",1997,11,11,990,11,18,1.64,39,22,66.7,1,3,7,1,9.1,5,5,0,0,0,"https://fbref.com/en/players/5512b1a9/Juan-Soriano"
"295","Kasper Schmeichel_2020",2020,"Leicester City","Premier League","Kasper Schmeichel","DEN","GK","32",1986,38,38,3420,38,41,1.08,135,94,75.6,18,8,12,13,34.2,10,8,2,0,20,"https://fbref.com/en/players/53af52f3/Kasper-Schmeichel"
"296","Aitor Fernández_2020",2020,"Levante","La Liga","Aitor Fernández","ESP","GK","28",1991,36,36,3240,36,51,1.42,205,153,76.6,12,7,17,5,13.9,5,3,2,0,40,"https://fbref.com/en/players/a01c3d54/Aitor-Fernandez"
"297","Koke Vegas_2020",2020,"Levante","La Liga","Koke Vegas","ESP","GK","23",1995,2,2,180,2,2,1,10,8,80,2,0,0,1,50,1,0,0,1,NA,"https://fbref.com/en/players/bfb15d99/Koke-Vegas"
"298","Lukáš Hrádecký_2020",2020,"Leverkusen","Bundesliga","Lukáš Hrádecký","FIN","GK","29",1989,34,34,3060,34,44,1.29,143,99,70.6,19,6,9,10,29.4,2,2,0,0,0,"https://fbref.com/en/players/ad3389d5/Lukas-Hradecky"
"299","Mike Maignan_2020",2020,"Lille","Ligue 1","Mike Maignan","FRA","GK","24",1995,28,28,2520,28,27,0.96,83,58,72.3,15,4,9,12,42.9,6,4,1,1,20,"https://fbref.com/en/players/fcb38f57/Mike-Maignan"
"300","Adrián_2020",2020,"Liverpool","Premier League","Adrián","ESP","GK","32",1987,11,9,875,9.7,10,1.03,27,17,63,9,0,0,2,22.2,0,0,0,0,NA,"https://fbref.com/en/players/f76e6b4e/Adrian"
"301","Alisson_2020",2020,"Liverpool","Premier League","Alisson","BRA","GK","26",1992,29,29,2543,28.3,23,0.81,80,58,72.5,23,3,3,13,44.8,1,1,0,0,0,"https://fbref.com/en/players/7a2e46a8/Alisson"
"302","Anthony Lopes_2020",2020,"Lyon","Ligue 1","Anthony Lopes","POR","GK","28",1990,26,26,2340,26,25,0.96,86,64,73.3,10,7,9,8,30.8,3,2,0,1,0,"https://fbref.com/en/players/f00de885/Anthony-Lopes"
"303","Ciprian Tătărușanu_2020",2020,"Lyon","Ligue 1","Ciprian Tătărușanu","ROU","GK","33",1986,2,2,180,2,2,1,11,9,81.8,1,0,1,1,50,0,0,0,0,NA,"https://fbref.com/en/players/b056e3da/Ciprian-Tatarusanu"
"304","Yann Sommer_2020",2020,"M'Gladbach","Bundesliga","Yann Sommer","SUI","GK","30",1988,34,34,3060,34,40,1.18,158,117,75.3,20,5,9,7,20.6,2,1,1,0,50,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
"305","Florian Müller_2020",2020,"Mainz 05","Bundesliga","Florian Müller","GER","GK","21",1997,13,12,1125,12.5,25,2,66,40,65.2,3,2,7,2,16.7,3,2,1,0,33.3,"https://fbref.com/en/players/cbac6ec9/Florian-Muller"
"306","Robin Zentner_2020",2020,"Mainz 05","Bundesliga","Robin Zentner","GER","GK","24",1994,22,22,1935,21.5,40,1.86,115,75,66.1,8,2,12,3,13.6,2,1,1,0,50,"https://fbref.com/en/players/5c4bf6ba/Robin-Zentner"
"307","Fabricio_2020",2020,"Mallorca","La Liga","Fabricio","ESP","GK","31",1987,2,2,90,1,3,3,6,3,66.7,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/af245161/Fabricio"
"308","Miquel Parera_2020",2020,"Mallorca","La Liga","Miquel Parera","ESP","GK","23",1996,1,1,90,1,2,2,5,3,60,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/f9b42381/Miquel-Parera"
"309","Manolo Reina_2020",2020,"Mallorca","La Liga","Manolo Reina","ESP","GK","34",1985,36,36,3240,36,60,1.67,179,119,74.3,9,5,22,5,13.9,15,14,1,0,6.7,"https://fbref.com/en/players/605eb473/Manolo-Reina"
"310","Claudio Bravo_2020",2020,"Manchester City","Premier League","Claudio Bravo","CHI","GK","36",1983,4,3,347,3.9,7,1.82,15,8,53.3,2,0,1,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/10072610/Claudio-Bravo"
"311","Ederson_2020",2020,"Manchester City","Premier League","Ederson","BRA","GK","25",1993,35,35,3071,34.1,28,0.82,95,68,73.7,24,3,8,16,45.7,3,3,0,0,0,"https://fbref.com/en/players/3bb7b8b4/Ederson"
"312","David de Gea_2020",2020,"Manchester Utd","Premier League","David de Gea","ESP","GK","28",1990,38,38,3420,38,36,0.95,131,96,74.8,18,12,8,13,34.2,3,3,0,0,0,"https://fbref.com/en/players/7ba6d84e/David-de-Gea"
"313","Steve Mandanda_2020",2020,"Marseille","Ligue 1","Steve Mandanda","FRA","GK","34",1985,27,27,2371,26.3,27,1.02,92,67,75,15,8,4,11,40.7,4,4,0,0,0,"https://fbref.com/en/players/1d2d5cc8/Steve-Mandanda"
"314","Yohann Pelé_2020",2020,"Marseille","Ligue 1","Yohann Pelé","FRA","GK","36",1982,2,1,149,1.7,2,1.21,7,4,71.4,1,0,0,0,0,1,0,1,0,100,"https://fbref.com/en/players/76806215/Yohann-Pele"
"315","Paul Delecroix_2020",2020,"Metz","Ligue 1","Paul Delecroix","GNB","GK","30",1988,2,1,135,1.5,4,2.67,6,2,50,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/2ee1b96b/Paul-Delecroix"
"316","Alexandre Oukidja_2020",2020,"Metz","Ligue 1","Alexandre Oukidja","ALG","GK","31",1988,27,27,2385,26.5,31,1.17,129,98,78.3,8,10,9,8,29.6,3,3,0,0,0,"https://fbref.com/en/players/ae7d0ecd/Alexandre-Oukidja"
"317","Asmir Begović_2020",2020,"Milan","Serie A","Asmir Begović","BIH","GK","32",1987,2,1,129,1.4,3,2.09,7,4,71.4,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/7b4de647/Asmir-Begovic"
"318","Gianluigi Donnarumma_2020",2020,"Milan","Serie A","Gianluigi Donnarumma","ITA","GK","20",1999,36,36,3201,35.6,42,1.18,141,96,73,18,9,9,12,33.3,8,4,4,0,50,"https://fbref.com/en/players/08f5afaa/Gianluigi-Donnarumma"
"319","Pepe Reina_2020",2020,"Milan","Serie A","Pepe Reina","ESP","GK","36",1982,2,2,90,1,1,1,6,4,83.3,1,0,0,0,0,1,0,1,0,100,"https://fbref.com/en/players/e358587b/Pepe-Reina"
"320","Benjamin Lecomte_2020",2020,"Monaco","Ligue 1","Benjamin Lecomte","FRA","GK","28",1991,28,28,2520,28,44,1.57,134,91,71.6,11,7,10,7,25,6,6,0,0,0,"https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte"
"321","Dimitry Bertaud_2020",2020,"Montpellier","Ligue 1","Dimitry Bertaud","FRA","GK","21",1998,3,3,196,2.2,3,1.38,5,2,40,0,0,3,0,0,0,0,0,0,NA,"https://fbref.com/en/players/380a15e2/Dimitry-Bertaud"
"322","Matis Carvalho_2020",2020,"Montpellier","Ligue 1","Matis Carvalho","POR","GK","20",1999,1,0,71,0.8,4,5.07,8,5,50,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/8608f269/Matis-Carvalho"
"323","Gerónimo Rulli_2020",2020,"Montpellier","Ligue 1","Gerónimo Rulli","ARG","GK","27",1992,25,25,2250,25,27,1.08,119,91,79.8,11,7,7,8,32,5,3,2,0,40,"https://fbref.com/en/players/625c144a/Geronimo-Rulli"
"324","Alban Lafont_2020",2020,"Nantes","Ligue 1","Alban Lafont","FRA","GK","20",1999,27,27,2430,27,29,1.07,95,64,72.6,11,4,12,10,37,6,3,2,1,40,"https://fbref.com/en/players/4e7db402/Alban-Lafont"
"325","Denis Petrić_2020",2020,"Nantes","Ligue 1","Denis Petrić","SRB","GK","31",1988,1,1,90,1,2,2,6,4,66.7,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/dab1b8dc/Denis-Petric"
"326","Alex Meret_2020",2020,"Napoli","Serie A","Alex Meret","ITA","GK","22",1997,22,21,1951,21.7,33,1.52,84,51,66.7,9,5,7,3,14.3,6,5,1,0,16.7,"https://fbref.com/en/players/9413b19f/Alex-Meret"
"327","David Ospina_2020",2020,"Napoli","Serie A","David Ospina","COL","GK","30",1988,17,17,1469,16.3,17,1.04,54,37,72.2,9,3,5,4,23.5,2,2,0,0,0,"https://fbref.com/en/players/82b1198a/David-Ospina"
"328","Martin Dúbravka_2020",2020,"Newcastle Utd","Premier League","Martin Dúbravka","SVK","GK","30",1989,38,38,3420,38,58,1.53,195,139,71.3,11,11,16,11,28.9,2,2,0,0,0,"https://fbref.com/en/players/3a949a25/Martin-Dubravka"
"329","Walter Benítez_2020",2020,"Nice","Ligue 1","Walter Benítez","ARG","GK","26",1993,26,26,2340,26,36,1.38,130,95,75.4,9,8,9,4,15.4,6,4,1,1,20,"https://fbref.com/en/players/8a2248b4/Walter-Benitez"
"330","Yannis Clementia_2020",2020,"Nice","Ligue 1","Yannis Clementia","MTQ","GK","22",1997,2,2,180,2,2,1,7,5,85.7,2,0,0,0,0,1,1,0,0,0,"https://fbref.com/en/players/7800bdb8/Yannis-Clementia"
"331","Ralf Fährmann_2020",2020,"Norwich City","Premier League","Ralf Fährmann","GER","GK","30",1988,1,1,21,0.2,1,4.29,2,1,100,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann"
"332","Tim Krul_2020",2020,"Norwich City","Premier League","Tim Krul","NED","GK","31",1988,36,36,3240,36,68,1.89,195,128,66.7,5,6,25,5,13.9,5,3,2,0,40,"https://fbref.com/en/players/f23f9d20/Tim-Krul"
"333","Michael McGovern_2020",2020,"Norwich City","Premier League","Michael McGovern","NIR","GK","35",1984,2,1,159,1.8,6,3.4,13,6,53.8,0,0,1,0,0,1,0,1,0,100,"https://fbref.com/en/players/51a19d04/Michael-McGovern"
"334","Paul Bernardoni_2020",2020,"Nîmes","Ligue 1","Paul Bernardoni","FRA","GK","22",1997,25,25,2204,24.5,38,1.55,108,71,68.5,7,4,14,6,24,4,4,0,0,0,"https://fbref.com/en/players/28dabd43/Paul-Bernardoni"
"335","Lucas Dias_2020",2020,"Nîmes","Ligue 1","Lucas Dias","FRA","GK","20",1999,4,3,316,3.5,6,1.71,19,13,68.4,0,2,1,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/d83f8f69/Lucas-Dias"
"336","Sergio Herrera_2020",2020,"Osasuna","La Liga","Sergio Herrera","ESP","GK","26",1993,19,18,1655,18.4,27,1.47,80,53,67.5,7,3,8,7,38.9,1,1,0,0,0,"https://fbref.com/en/players/a4995f48/Sergio-Herrera"
"337","Juan Pérez_2020",2020,"Osasuna","La Liga","Juan Pérez","ESP","GK","23",1996,2,2,180,2,3,1.5,9,6,77.8,1,1,0,0,0,1,1,0,0,0,"https://fbref.com/en/players/8f29e08b/Juan-Perez"
"338","Rubén_2020",2020,"Osasuna","La Liga","Rubén","ESP","GK","35",1984,19,18,1583,17.6,24,1.36,54,30,61.1,5,9,4,4,22.2,3,3,0,0,0,"https://fbref.com/en/players/24279b8b/Ruben"
"339","Jannik Huth_2020",2020,"Paderborn 07","Bundesliga","Jannik Huth","GER","GK","25",1994,6,6,540,6,17,2.83,33,16,51.5,0,1,5,0,0,1,1,0,0,0,"https://fbref.com/en/players/e8fd2e5b/Jannik-Huth"
"340","Leopold Zingerle_2020",2020,"Paderborn 07","Bundesliga","Leopold Zingerle","GER","GK","25",1994,28,28,2520,28,57,2.04,152,96,64.5,4,7,17,5,17.9,4,3,1,0,25,"https://fbref.com/en/players/bf9d9070/Leopold-Zingerle"
"341","Alphonse Areola_2020",2020,"Paris S-G","Ligue 1","Alphonse Areola","FRA","GK","26",1993,3,3,270,3,2,0.67,3,1,33.3,2,0,1,2,66.7,0,0,0,0,NA,"https://fbref.com/en/players/2f965a72/Alphonse-Areola"
"342","Marcin Bułka_2020",2020,"Paris S-G","Ligue 1","Marcin Bułka","POL","GK","19",1999,1,1,90,1,0,0,2,2,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/db87a2c4/Marcin-Bulka"
"343","Keylor Navas_2020",2020,"Paris S-G","Ligue 1","Keylor Navas","CRC","GK","32",1986,21,21,1890,21,18,0.86,66,49,72.7,17,2,2,11,52.4,0,0,0,0,NA,"https://fbref.com/en/players/ecada4fc/Keylor-Navas"
"344","Sergio Rico_2020",2020,"Paris S-G","Ligue 1","Sergio Rico","ESP","GK","25",1993,2,2,180,2,4,2,10,6,60,2,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/5f0241b2/Sergio-Rico"
"345","Simone Colombi_2020",2020,"Parma","Serie A","Simone Colombi","ITA","GK","28",1991,4,4,360,4,4,1,19,15,84.2,1,1,2,1,25,2,1,0,1,0,"https://fbref.com/en/players/72be9309/Simone-Colombi"
"346","Luigi Sepe_2020",2020,"Parma","Serie A","Luigi Sepe","ITA","GK","28",1991,34,34,3060,34,53,1.56,193,137,75.6,13,6,15,5,14.7,9,6,3,0,33.3,"https://fbref.com/en/players/343f753a/Luigi-Sepe"
"347","Péter Gulácsi_2020",2020,"RB Leipzig","Bundesliga","Péter Gulácsi","HUN","GK","29",1990,32,32,2880,32,34,1.06,116,82,72.4,16,12,4,10,31.3,2,2,0,0,0,"https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi"
"348","Yvon Mvogo_2020",2020,"RB Leipzig","Bundesliga","Yvon Mvogo","SUI","GK","25",1994,2,2,180,2,3,1.5,5,2,40,2,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/dc29b608/Yvon-Mvogo"
"349","Alphonse Areola_2020",2020,"Real Madrid","La Liga","Alphonse Areola","FRA","GK","26",1993,4,4,360,4,5,1.25,14,9,78.6,3,1,0,1,25,2,2,0,0,0,"https://fbref.com/en/players/2f965a72/Alphonse-Areola"
"350","Thibaut Courtois_2020",2020,"Real Madrid","La Liga","Thibaut Courtois","BEL","GK","27",1992,34,34,3060,34,20,0.59,96,76,79.2,23,8,3,18,52.9,0,0,0,0,NA,"https://fbref.com/en/players/1840e36d/Thibaut-Courtois"
"351","Miguel Ángel Moyá_2020",2020,"Real Sociedad","La Liga","Miguel Ángel Moyá","ESP","GK","35",1984,13,13,1170,13,16,1.23,51,36,68.6,5,4,4,3,23.1,1,0,0,1,NA,"https://fbref.com/en/players/011d8c56/Miguel-Angel-Moya"
"352","Álex Remiro_2020",2020,"Real Sociedad","La Liga","Álex Remiro","ESP","GK","24",1995,25,25,2250,25,32,1.28,93,60,73.1,11,4,10,6,24,8,7,1,0,12.5,"https://fbref.com/en/players/374ee424/Alex-Remiro"
"353","Nicolas Lemaître_2020",2020,"Reims","Ligue 1","Nicolas Lemaître","FRA","GK","22",1997,1,1,90,1,3,3,4,1,50,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/586ef3a3/Nicolas-Lemaitre"
"354","Predrag Rajković_2020",2020,"Reims","Ligue 1","Predrag Rajković","SRB","GK","23",1995,27,27,2430,27,18,0.67,87,65,80.5,10,11,6,12,44.4,5,1,4,0,80,"https://fbref.com/en/players/58ad9383/Predrag-Rajkovic"
"355","Edouard Mendy_2020",2020,"Rennes","Ligue 1","Edouard Mendy","SEN","GK","27",1992,24,24,2160,24,19,0.79,79,60,79.7,13,5,6,9,37.5,4,3,1,0,25,"https://fbref.com/en/players/33887998/Edouard-Mendy"
"356","Romain Salin_2020",2020,"Rennes","Ligue 1","Romain Salin","FRA","GK","35",1984,5,4,360,4,5,1.25,19,13,73.7,2,0,2,1,25,1,0,1,0,100,"https://fbref.com/en/players/74733221/Romain-Salin"
"357","Daniel Fuzato_2020",2020,"Roma","Serie A","Daniel Fuzato","BRA","GK","22",1997,1,1,90,1,1,1,2,1,50,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/82328faf/Daniel-Fuzato"
"358","Pau López_2020",2020,"Roma","Serie A","Pau López","ESP","GK","24",1994,32,32,2880,32,45,1.41,132,86,72,18,6,8,5,15.6,9,8,1,0,11.1,"https://fbref.com/en/players/20b9f052/Pau-Lopez"
