"","unique_ID","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","Url"
"543","David Ospina_2021",2021,"Napoli","Serie A","David Ospina","COL","GK","31",1988,16,16,1440,16,12,0.75,42,30,78.6,11,0,5,8,50,3,3,0,0,0,"https://fbref.com/en/players/82b1198a/David-Ospina"
"544","Karl Darlow_2021",2021,"Newcastle Utd","Premier League","Karl Darlow","ENG","GK","29",1990,25,25,2250,25,43,1.72,126,84,68.3,7,4,14,4,16,4,3,1,0,25,"https://fbref.com/en/players/cde3309f/Karl-Darlow"
"545","Martin Dúbravka_2021",2021,"Newcastle Utd","Premier League","Martin Dúbravka","SVK","GK","31",1989,13,13,1170,13,19,1.46,62,44,71,5,5,3,3,23.1,1,1,0,0,0,"https://fbref.com/en/players/3a949a25/Martin-Dubravka"
"546","Walter Benítez_2021",2021,"Nice","Ligue 1","Walter Benítez","ARG","GK","27",1993,38,38,3420,38,53,1.39,176,123,73.9,15,7,16,9,23.7,7,7,0,0,0,"https://fbref.com/en/players/8a2248b4/Walter-Benitez"
"547","Baptiste Reynet_2021",2021,"Nîmes","Ligue 1","Baptiste Reynet","FRA","GK","29",1990,38,38,3420,38,71,1.87,196,122,66.8,9,8,21,8,21.1,10,6,3,1,33.3,"https://fbref.com/en/players/bcf1b2e9/Baptiste-Reynet"
"548","Sergio Herrera_2021",2021,"Osasuna","La Liga","Sergio Herrera","ESP","GK","27",1993,33,32,2958,32.9,40,1.22,126,86,71.4,10,8,14,10,31.3,7,4,2,1,33.3,"https://fbref.com/en/players/a4995f48/Sergio-Herrera"
"549","Juan Pérez_2021",2021,"Osasuna","La Liga","Juan Pérez","ESP","GK","24",1996,3,3,270,3,3,1,8,5,75,1,1,1,1,33.3,1,1,0,0,0,"https://fbref.com/en/players/8f29e08b/Juan-Perez"
"550","Rubén_2021",2021,"Osasuna","La Liga","Rubén","ESP","GK","36",1984,3,3,187,2.1,5,2.41,8,3,37.5,0,2,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/24279b8b/Ruben"
"551","Marcin Bułka_2021",2021,"Paris S-G","Ligue 1","Marcin Bułka","POL","GK","20",1999,1,1,90,1,1,1,3,2,66.7,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/db87a2c4/Marcin-Bulka"
"552","Keylor Navas_2021",2021,"Paris S-G","Ligue 1","Keylor Navas","CRC","GK","33",1986,29,29,2520,28,18,0.64,92,73,81.5,21,3,5,14,48.3,2,1,1,0,50,"https://fbref.com/en/players/ecada4fc/Keylor-Navas"
"553","Sergio Rico_2021",2021,"Paris S-G","Ligue 1","Sergio Rico","ESP","GK","26",1993,10,8,810,9,9,1,36,28,75,5,1,2,5,62.5,0,0,0,0,NA,"https://fbref.com/en/players/5f0241b2/Sergio-Rico"
"554","Simone Colombi_2021",2021,"Parma","Serie A","Simone Colombi","ITA","GK","29",1991,2,2,180,2,7,3.5,10,3,40,0,0,2,0,0,1,1,0,0,0,"https://fbref.com/en/players/72be9309/Simone-Colombi"
"555","Luigi Sepe_2021",2021,"Parma","Serie A","Luigi Sepe","ITA","GK","29",1991,36,36,3240,36,76,2.11,181,108,59.1,3,11,22,5,13.9,2,2,0,0,0,"https://fbref.com/en/players/343f753a/Luigi-Sepe"
"556","Péter Gulácsi_2021",2021,"RB Leipzig","Bundesliga","Péter Gulácsi","HUN","GK","30",1990,33,33,2970,33,30,0.91,80,50,66.3,19,8,6,15,45.5,3,3,0,0,0,"https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi"
"557","Josep Martinez_2021",2021,"RB Leipzig","Bundesliga","Josep Martinez","ESP","GK","22",1998,1,1,90,1,2,2,4,2,50,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/11d8aff0/Josep-Martinez"
"558","Thibaut Courtois_2021",2021,"Real Madrid","La Liga","Thibaut Courtois","BEL","GK","28",1992,38,38,3420,38,28,0.74,116,88,81.9,25,9,4,17,44.7,8,7,1,0,12.5,"https://fbref.com/en/players/1840e36d/Thibaut-Courtois"
"559","Álex Remiro_2021",2021,"Real Sociedad","La Liga","Álex Remiro","ESP","GK","25",1995,38,38,3420,38,38,1,105,67,66.7,17,11,10,14,36.8,5,3,1,1,25,"https://fbref.com/en/players/374ee424/Alex-Remiro"
"560","Yehvann Diouf_2021",2021,"Reims","Ligue 1","Yehvann Diouf","FRA","GK","20",1999,2,1,135,1.5,1,0.67,6,5,100,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/eedea60b/Yehvann-Diouf"
"561","Predrag Rajković_2021",2021,"Reims","Ligue 1","Predrag Rajković","SRB","GK","24",1995,37,37,3285,36.5,49,1.34,162,112,72.2,9,15,13,10,27,7,4,2,1,33.3,"https://fbref.com/en/players/58ad9383/Predrag-Rajkovic"
"562","Alfred Gomis_2021",2021,"Rennes","Ligue 1","Alfred Gomis","SEN","GK","26",1993,22,22,1980,22,25,1.14,76,52,71.1,7,5,10,5,22.7,4,3,0,1,0,"https://fbref.com/en/players/cecbce23/Alfred-Gomis"
"563","Edouard Mendy_2021",2021,"Rennes","Ligue 1","Edouard Mendy","SEN","GK","28",1992,1,1,90,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/33887998/Edouard-Mendy"
"564","Romain Salin_2021",2021,"Rennes","Ligue 1","Romain Salin","FRA","GK","36",1984,15,15,1350,15,14,0.93,54,40,74.1,9,4,2,5,33.3,0,0,0,0,NA,"https://fbref.com/en/players/74733221/Romain-Salin"
"565","Daniel Fuzato_2021",2021,"Roma","Serie A","Daniel Fuzato","BRA","GK","23",1997,5,5,450,5,7,1.4,26,19,73.1,2,1,2,2,40,0,0,0,0,NA,"https://fbref.com/en/players/82328faf/Daniel-Fuzato"
"566","Pau López_2021",2021,"Roma","Serie A","Pau López","ESP","GK","25",1994,21,20,1817,20.2,29,1.44,85,59,69.4,10,4,6,4,20,3,3,0,0,0,"https://fbref.com/en/players/20b9f052/Pau-Lopez"
"567","Antonio Mirante_2021",2021,"Roma","Serie A","Antonio Mirante","ITA","GK","37",1983,13,13,1153,12.8,19,1.48,56,36,69.6,6,3,4,5,38.5,3,2,1,0,33.3,"https://fbref.com/en/players/30223b33/Antonio-Mirante"
"568","Stefan Bajic_2021",2021,"Saint-Étienne","Ligue 1","Stefan Bajic","FRA","GK","18",2001,1,1,90,1,4,4,4,0,0,0,0,1,0,0,1,0,0,1,NA,"https://fbref.com/en/players/be13e5a8/Stefan-Bajic"
"569","Etienne Green_2021",2021,"Saint-Étienne","Ligue 1","Etienne Green","ENG","GK","20",2000,8,8,720,8,8,1,28,19,78.6,4,1,3,3,37.5,4,2,1,1,33.3,"https://fbref.com/en/players/667b65da/Etienne-Green"
"570","Jessy Moulin_2021",2021,"Saint-Étienne","Ligue 1","Jessy Moulin","FRA","GK","34",1986,29,29,2610,29,42,1.45,100,60,62,8,9,12,9,31,4,4,0,0,0,"https://fbref.com/en/players/28a65a2c/Jessy-Moulin"
"571","Emil Audero_2021",2021,"Sampdoria","Serie A","Emil Audero","ITA","GK","23",1997,37,37,3330,37,54,1.46,173,118,72.8,14,7,16,6,16.2,9,7,2,0,22.2,"https://fbref.com/en/players/649b01d8/Emil-Audero"
"572","Karlo Letica_2021",2021,"Sampdoria","Serie A","Karlo Letica","CRO","GK","23",1997,1,1,90,1,0,0,1,1,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/4a6914ff/Karlo-Letica"
"573","Andrea Consigli_2021",2021,"Sassuolo","Serie A","Andrea Consigli","ITA","GK","33",1987,37,37,3330,37,56,1.51,185,129,71.9,17,10,10,7,18.9,5,4,1,0,20,"https://fbref.com/en/players/8cabdc1e/Andrea-Consigli"
"574","Gianluca Pegolo_2021",2021,"Sassuolo","Serie A","Gianluca Pegolo","ITA","GK","39",1981,1,1,90,1,0,0,1,1,100,0,1,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/f058ed1f/Gianluca-Pegolo"
"575","Ralf Fährmann_2021",2021,"Schalke 04","Bundesliga","Ralf Fährmann","GER","GK","31",1988,22,22,1876,20.8,50,2.4,143,94,67.1,3,3,16,3,13.6,4,3,1,0,25,"https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann"
"576","Michael Langer_2021",2021,"Schalke 04","Bundesliga","Michael Langer","AUT","GK","35",1985,3,2,239,2.7,12,4.52,24,13,50,0,0,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/d20f088b/Michael-Langer"
"577","Frederik Rønnow_2021",2021,"Schalke 04","Bundesliga","Frederik Rønnow","DEN","GK","27",1992,11,10,945,10.5,24,2.29,67,45,70.1,0,4,6,1,10,4,4,0,0,0,"https://fbref.com/en/players/a70b8345/Frederik-Ronnow"
"578","Yassine Bounou_2021",2021,"Sevilla","La Liga","Yassine Bounou","MAR","GK","29",1991,33,33,2970,33,28,0.85,106,78,77.4,21,5,7,15,45.5,6,4,2,0,33.3,"https://fbref.com/en/players/f6798fc3/Yassine-Bounou"
"579","Tomáš Vaclík_2021",2021,"Sevilla","La Liga","Tomáš Vaclík","CZE","GK","31",1989,5,5,450,5,5,1,14,9,64.3,3,0,2,2,40,0,0,0,0,NA,"https://fbref.com/en/players/7b456af7/Tomas-Vaclik"
"580","Aaron Ramsdale_2021",2021,"Sheffield Utd","Premier League","Aaron Ramsdale","ENG","GK","22",1998,38,38,3420,38,63,1.66,206,145,70.9,7,2,29,5,13.2,4,3,0,1,0,"https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale"
"581","Fraser Forster_2021",2021,"Southampton","Premier League","Fraser Forster","ENG","GK","32",1988,8,8,720,8,11,1.37,31,19,71,4,0,4,2,25,3,2,1,0,33.3,"https://fbref.com/en/players/c3e39f12/Fraser-Forster"
"582","Alex McCarthy_2021",2021,"Southampton","Premier League","Alex McCarthy","ENG","GK","30",1989,30,30,2700,30,57,1.9,147,91,65.3,8,7,15,7,23.3,6,6,0,0,0,"https://fbref.com/en/players/36c2ca73/Alex-McCarthy"
"583","Ivan Provedel_2021",2021,"Spezia","Serie A","Ivan Provedel","ITA","GK","26",1994,29,29,2610,29,55,1.9,131,75,62.6,6,10,13,4,13.8,7,6,1,0,14.3,"https://fbref.com/en/players/277da414/Ivan-Provedel"
"584","Rafael_2021",2021,"Spezia","Serie A","Rafael","BRA","GK","38",1982,3,2,207,2.3,5,2.17,18,13,72.2,0,1,1,1,50,0,0,0,0,NA,"https://fbref.com/en/players/dd06d56c/Rafael"
"585","Jeroen Zoet_2021",2021,"Spezia","Serie A","Jeroen Zoet","NED","GK","29",1991,7,7,603,6.7,12,1.79,29,17,69,3,1,3,0,0,3,3,0,0,0,"https://fbref.com/en/players/cc1a0c57/Jeroen-Zoet"
"586","Bingourou Kamara_2021",2021,"Strasbourg","Ligue 1","Bingourou Kamara","SEN","GK","23",1996,8,8,720,8,14,1.75,32,19,59.4,2,0,6,2,25,1,1,0,0,0,"https://fbref.com/en/players/3814120d/Bingourou-Kamara"
"587","Eiji Kawashima_2021",2021,"Strasbourg","Ligue 1","Eiji Kawashima","JPN","GK","37",1983,24,24,2160,24,31,1.29,91,59,69.2,8,7,9,8,33.3,5,3,1,1,25,"https://fbref.com/en/players/a4527d33/Eiji-Kawashima"
"588","Matz Sels_2021",2021,"Strasbourg","Ligue 1","Matz Sels","BEL","GK","28",1992,6,6,540,6,13,2.17,26,13,57.7,1,2,3,0,0,2,2,0,0,0,"https://fbref.com/en/players/834b5c4c/Matz-Sels"
"589","Fabian Bredlow_2021",2021,"Stuttgart","Bundesliga","Fabian Bredlow","GER","GK","25",1995,1,1,90,1,1,1,9,8,88.9,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/d28339cb/Fabian-Bredlow"
"590","Gregor Kobel_2021",2021,"Stuttgart","Bundesliga","Gregor Kobel","SUI","GK","22",1997,33,33,2970,33,54,1.64,157,102,68.8,11,9,13,5,15.2,7,5,2,0,28.6,"https://fbref.com/en/players/cd59b9df/Gregor-Kobel"
"591","Vanja Milinković-Savić_2021",2021,"Torino","Serie A","Vanja Milinković-Savić","SRB","GK","23",1997,5,5,450,5,6,1.2,20,14,75,2,2,1,1,20,1,1,0,0,0,"https://fbref.com/en/players/9fa26bc2/Vanja-Milinkovic-Savic"
"592","Salvatore Sirigu_2021",2021,"Torino","Serie A","Salvatore Sirigu","ITA","GK","33",1987,32,32,2880,32,62,1.94,134,72,59.7,5,13,14,7,21.9,9,8,0,1,0,"https://fbref.com/en/players/10dc46f0/Salvatore-Sirigu"
"593","Samir Ujkani_2021",2021,"Torino","Serie A","Samir Ujkani","KVX","GK","32",1988,1,1,90,1,1,1,3,2,66.7,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/96640846/Samir-Ujkani"
"594","Hugo Lloris_2021",2021,"Tottenham","Premier League","Hugo Lloris","FRA","GK","33",1986,38,38,3420,38,45,1.18,155,113,77.4,18,8,12,12,31.6,10,10,0,0,0,"https://fbref.com/en/players/8f62b6ee/Hugo-Lloris"
"595","Nícolas Andrade_2021",2021,"Udinese","Serie A","Nícolas Andrade","BRA","GK","32",1988,2,2,180,2,5,2.5,6,1,16.7,1,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/326d09ef/Nicolas-Andrade"
"596","Manuel Gasparini_2021",2021,"Udinese","Serie A","Manuel Gasparini","ITA","GK","18",2002,1,0,3,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/7033ca08/Manuel-Gasparini"
"597","Juan Musso_2021",2021,"Udinese","Serie A","Juan Musso","ARG","GK","26",1994,35,35,3147,35,51,1.46,149,98,74.5,9,10,16,8,22.9,13,13,0,0,0,"https://fbref.com/en/players/a111cf41/Juan-Musso"
"598","Simone Scuffet_2021",2021,"Udinese","Serie A","Simone Scuffet","ITA","GK","24",1996,1,1,90,1,2,2,4,2,75,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/41bd99ea/Simone-Scuffet"
"599","Loris Karius_2021",2021,"Union Berlin","Bundesliga","Loris Karius","GER","GK","27",1993,4,3,292,3.2,1,0.31,4,4,75,1,2,0,2,66.7,0,0,0,0,NA,"https://fbref.com/en/players/32e7ce92/Loris-Karius"
"600","Andreas Luthe_2021",2021,"Union Berlin","Bundesliga","Andreas Luthe","GER","GK","33",1987,31,31,2768,30.8,42,1.37,132,89,71.2,11,12,8,5,16.1,5,4,1,0,20,"https://fbref.com/en/players/7fe12375/Andreas-Luthe"
"601","Jasper Cillessen_2021",2021,"Valencia","La Liga","Jasper Cillessen","NED","GK","31",1989,10,10,900,10,11,1.1,45,33,77.8,5,1,4,3,30,2,1,1,0,50,"https://fbref.com/en/players/04ac8285/Jasper-Cillessen"
"602","Jaume Doménech_2021",2021,"Valencia","La Liga","Jaume Doménech","ESP","GK","29",1990,28,28,2520,28,42,1.5,130,88,70.8,5,12,11,4,14.3,6,4,2,0,33.3,"https://fbref.com/en/players/c9cb972b/Jaume-Domenech"
"603","Jordi Masip_2021",2021,"Valladolid","La Liga","Jordi Masip","ESP","GK","31",1989,25,25,2250,25,40,1.6,115,75,68.7,4,9,12,2,8,4,4,0,0,0,"https://fbref.com/en/players/8fae77ea/Jordi-Masip"
"604","Roberto_2021",2021,"Valladolid","La Liga","Roberto","ESP","GK","34",1986,13,13,1170,13,17,1.31,46,29,67.4,1,7,5,1,7.7,3,2,0,1,0,"https://fbref.com/en/players/ba3ca78f/Roberto"
"605","Sergio Asenjo_2021",2021,"Villarreal","La Liga","Sergio Asenjo","ESP","GK","31",1989,36,36,3240,36,40,1.11,118,79,72,15,13,8,10,27.8,9,7,1,1,12.5,"https://fbref.com/en/players/9f0ea33f/Sergio-Asenjo"
"606","Gerónimo Rulli_2021",2021,"Villarreal","La Liga","Gerónimo Rulli","ARG","GK","28",1992,2,2,180,2,4,2,8,4,50,0,0,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/625c144a/Geronimo-Rulli"
"607","Jiří Pavlenka_2021",2021,"Werder Bremen","Bundesliga","Jiří Pavlenka","CZE","GK","28",1992,34,34,3060,34,57,1.68,157,101,66.2,7,10,17,6,17.6,6,4,2,0,33.3,"https://fbref.com/en/players/0a1cb833/Jiri-Pavlenka"
"608","David Button_2021",2021,"West Brom","Premier League","David Button","ENG","GK","31",1989,1,1,90,1,2,2,6,4,66.7,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/e608ed4c/David-Button"
"609","Sam Johnstone_2021",2021,"West Brom","Premier League","Sam Johnstone","ENG","GK","27",1993,37,37,3330,37,74,2,234,162,71.4,4,11,22,6,16.2,11,7,1,3,12.5,"https://fbref.com/en/players/9e5708be/Sam-Johnstone"
"610","Łukasz Fabiański_2021",2021,"West Ham","Premier League","Łukasz Fabiański","POL","GK","35",1985,35,35,3150,35,44,1.26,138,97,70.3,17,8,10,10,28.6,5,3,1,1,25,"https://fbref.com/en/players/9328b835/Lukasz-Fabianski"
"611","Darren Randolph_2021",2021,"West Ham","Premier League","Darren Randolph","IRL","GK","33",1987,3,3,270,3,3,1,9,6,66.7,2,0,1,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/6385ebfb/Darren-Randolph"
"612","Koen Casteels_2021",2021,"Wolfsburg","Bundesliga","Koen Casteels","BEL","GK","28",1992,32,32,2880,32,33,1.03,108,74,72.2,17,9,6,14,43.8,5,3,2,0,40,"https://fbref.com/en/players/db401046/Koen-Casteels"
"613","Pavao Pervan_2021",2021,"Wolfsburg","Bundesliga","Pavao Pervan","AUT","GK","32",1987,2,2,180,2,4,2,14,10,71.4,0,1,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/c89e8aae/Pavao-Pervan"
"614","Rui Patrício_2021",2021,"Wolves","Premier League","Rui Patrício","POR","GK","32",1988,37,37,3329,37,51,1.38,148,99,70.3,12,9,16,10,27,8,7,1,0,12.5,"https://fbref.com/en/players/79b0d6a0/Rui-Patricio"
"615","John Ruddy_2021",2021,"Wolves","Premier League","John Ruddy","ENG","GK","33",1986,2,1,91,1,1,0.99,4,3,75,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/da8b19e2/John-Ruddy"
"616","Jesús Owono_2022",2022,"Alavés","La Liga","Jesús Owono","EQG","GK","20",2001,1,1,90,1,1,1,4,3,75,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/d6e3d7fb/Jesus-Owono"
"617","Fernando Pacheco_2022",2022,"Alavés","La Liga","Fernando Pacheco","ESP","GK","29",1992,34,34,3053,33.9,60,1.77,148,85,62.8,8,5,21,5,14.7,8,5,3,0,37.5,"https://fbref.com/en/players/97852360/Fernando-Pacheco"
"618","Antonio Sivera_2022",2022,"Alavés","La Liga","Antonio Sivera","ESP","GK","24",1996,4,3,277,3.1,4,1.3,16,12,81.3,0,1,2,1,33.3,1,1,0,0,0,"https://fbref.com/en/players/9970da54/Antonio-Sivera"
"619","Paul Bernardoni_2022",2022,"Angers","Ligue 1","Paul Bernardoni","FRA","GK","24",1997,13,13,1170,13,19,1.46,46,27,65.2,4,5,4,4,30.8,3,3,0,0,0,"https://fbref.com/en/players/28dabd43/Paul-Bernardoni"
"620","Anthony Mandrea_2022",2022,"Angers","Ligue 1","Anthony Mandrea","ALG","GK","24",1996,10,10,900,10,14,1.4,44,31,68.2,3,3,4,2,20,0,0,0,0,NA,"https://fbref.com/en/players/f7d3a773/Anthony-Mandrea"
"621","Danijel Petković_2022",2022,"Angers","Ligue 1","Danijel Petković","MNE","GK","28",1993,15,15,1350,15,22,1.47,65,45,69.2,3,3,9,2,13.3,2,2,0,0,0,"https://fbref.com/en/players/b98cea65/Danijel-Petkovic"
"622","Stefanos Kapino_2022",2022,"Arminia","Bundesliga","Stefanos Kapino","GRE","GK","27",1994,1,1,90,1,0,0,4,4,100,1,0,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/62ba5881/Stefanos-Kapino"
"623","Stefan Ortega_2022",2022,"Arminia","Bundesliga","Stefan Ortega","GER","GK","28",1992,33,33,2970,33,53,1.61,176,125,73.9,4,13,16,6,18.2,7,7,0,0,0,"https://fbref.com/en/players/c1242d4e/Stefan-Ortega"
"624","Bernd Leno_2022",2022,"Arsenal","Premier League","Bernd Leno","GER","GK","29",1992,4,4,360,4,9,2.25,19,10,52.6,1,0,3,1,25,0,0,0,0,NA,"https://fbref.com/en/players/2628fd2b/Bernd-Leno"
"625","Aaron Ramsdale_2022",2022,"Arsenal","Premier League","Aaron Ramsdale","ENG","GK","23",1998,34,34,3060,34,39,1.15,128,90,73.4,21,3,10,12,35.3,6,5,0,1,0,"https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale"
"626","Emiliano Martínez_2022",2022,"Aston Villa","Premier League","Emiliano Martínez","ARG","GK","28",1992,36,36,3240,36,48,1.33,140,93,68.6,13,6,17,11,30.6,6,4,1,1,20,"https://fbref.com/en/players/7956236f/Emiliano-Martinez"
"627","Robin Olsen_2022",2022,"Aston Villa","Premier League","Robin Olsen","SWE","GK","31",1990,1,1,90,1,3,3,5,2,40,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/e7ee38c3/Robin-Olsen"
"628","Jed Steer_2022",2022,"Aston Villa","Premier League","Jed Steer","ENG","GK","28",1992,1,1,90,1,3,3,4,1,25,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/a8a3d139/Jed-Steer"
"629","Juan Musso_2022",2022,"Atalanta","Serie A","Juan Musso","ARG","GK","27",1994,33,33,2932,32.6,42,1.29,119,80,67.2,16,8,9,8,24.2,4,3,0,1,0,"https://fbref.com/en/players/a111cf41/Juan-Musso"
"630","Francesco Rossi_2022",2022,"Atalanta","Serie A","Francesco Rossi","ITA","GK","30",1991,1,0,37,0.4,1,2.43,2,1,50,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/7b5f516f/Francesco-Rossi"
"631","Marco Sportiello_2022",2022,"Atalanta","Serie A","Marco Sportiello","ITA","GK","29",1992,5,5,450,5,5,1,18,13,83.3,0,3,2,2,40,2,2,0,0,0,"https://fbref.com/en/players/ac4003af/Marco-Sportiello"
"632","Julen Agirrezabala_2022",2022,"Athletic Club","La Liga","Julen Agirrezabala","ESP","GK","20",2000,4,4,360,4,5,1.25,20,15,75,1,2,1,1,25,0,0,0,0,NA,"https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala"
"633","Unai Simón_2022",2022,"Athletic Club","La Liga","Unai Simón","ESP","GK","24",1997,34,34,3060,34,31,0.91,111,81,74.8,13,11,10,12,35.3,3,3,0,0,0,"https://fbref.com/en/players/5dcf3e90/Unai-Simon"
"634","Jan Oblak_2022",2022,"Atlético Madrid","La Liga","Jan Oblak","SVN","GK","28",1993,38,38,3420,38,43,1.13,106,65,66,21,8,9,12,31.6,8,7,1,0,12.5,"https://fbref.com/en/players/ee8508c0/Jan-Oblak"
"635","Rafał Gikiewicz_2022",2022,"Augsburg","Bundesliga","Rafał Gikiewicz","POL","GK","33",1987,34,34,3060,34,56,1.65,156,102,67.3,10,8,16,9,26.5,5,5,0,0,0,"https://fbref.com/en/players/17376543/Rafal-Gikiewicz"
"636","Neto_2022",2022,"Barcelona","La Liga","Neto","BRA","GK","32",1989,3,3,270,3,4,1.33,14,10,71.4,2,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/a9dc785c/Neto"
"637","Marc-André ter Stegen_2022",2022,"Barcelona","La Liga","Marc-André ter Stegen","GER","GK","29",1992,35,35,3150,35,34,0.97,109,74,70.6,19,9,7,11,31.4,3,2,1,0,33.3,"https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen"
"638","Christian Früchtl_2022",2022,"Bayern Munich","Bundesliga","Christian Früchtl","GER","GK","21",2000,1,0,10,0.1,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/1940be91/Christian-Fruchtl"
"639","Manuel Neuer_2022",2022,"Bayern Munich","Bundesliga","Manuel Neuer","GER","GK","35",1986,28,28,2510,27.9,26,0.93,89,63,71.9,22,4,2,10,35.7,1,1,0,0,0,"https://fbref.com/en/players/8778c910/Manuel-Neuer"
"640","Sven Ulreich_2022",2022,"Bayern Munich","Bundesliga","Sven Ulreich","GER","GK","32",1988,6,6,540,6,11,1.83,23,13,56.5,2,1,3,1,16.7,1,1,0,0,0,"https://fbref.com/en/players/7d3e7da6/Sven-Ulreich"
"641","Claudio Bravo_2022",2022,"Betis","La Liga","Claudio Bravo","CHI","GK","38",1983,17,17,1456,16.2,19,1.17,56,39,67.9,8,4,5,5,29.4,1,1,0,0,0,"https://fbref.com/en/players/10072610/Claudio-Bravo"
"642","Rui Silva_2022",2022,"Betis","La Liga","Rui Silva","POR","GK","27",1994,22,21,1964,21.8,21,0.96,76,55,75,11,4,6,8,38.1,2,2,0,0,0,"https://fbref.com/en/players/ea83bfa6/Rui-Silva"
"643","Michael Esser_2022",2022,"Bochum","Bundesliga","Michael Esser","GER","GK","33",1987,3,3,270,3,7,2.33,21,14,76.2,2,0,1,0,0,2,2,0,0,0,"https://fbref.com/en/players/83e0eeb4/Michael-Esser"
"644","Manuel Riemann_2022",2022,"Bochum","Bundesliga","Manuel Riemann","GER","GK","32",1988,31,31,2790,31,45,1.45,155,112,72.9,10,6,15,7,22.6,6,3,2,1,40,"https://fbref.com/en/players/9f941969/Manuel-Riemann"
"645","Nicola Bagnolini_2022",2022,"Bologna","Serie A","Nicola Bagnolini","ITA","GK","17",2004,1,0,3,0,0,0,1,1,100,0,0,0,1,NA,0,0,0,0,NA,"https://fbref.com/en/players/ad263695/Nicola-Bagnolini"
"646","Francesco Bardi_2022",2022,"Bologna","Serie A","Francesco Bardi","ITA","GK","29",1992,2,2,177,2,2,1.02,9,7,77.8,1,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/0acda699/Francesco-Bardi"
"647","Łukasz Skorupski_2022",2022,"Bologna","Serie A","Łukasz Skorupski","POL","GK","30",1991,36,36,3240,36,53,1.47,174,122,74.1,11,9,16,12,33.3,9,8,1,0,11.1,"https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski"
"648","Benoît Costil_2022",2022,"Bordeaux","Ligue 1","Benoît Costil","FRA","GK","34",1987,25,25,2250,25,62,2.48,133,72,57.1,3,8,14,0,0,5,5,0,0,0,"https://fbref.com/en/players/2434f24a/Benoit-Costil"
"649","Gaëtan Poussin_2022",2022,"Bordeaux","Ligue 1","Gaëtan Poussin","FRA","GK","22",1999,13,13,1170,13,29,2.23,61,32,55.7,3,5,5,2,15.4,4,2,2,0,50,"https://fbref.com/en/players/c252c705/Gaetan-Poussin"
"650","Álvaro Fernández_2022",2022,"Brentford","Premier League","Álvaro Fernández","ESP","GK","23",1998,12,12,1080,12,24,2,69,47,66.7,3,2,7,1,8.3,1,1,0,0,0,"https://fbref.com/en/players/f127d782/Alvaro-Fernandez"
"651","Jonas Lössl_2022",2022,"Brentford","Premier League","Jonas Lössl","DEN","GK","32",1989,2,2,180,2,5,2.5,7,2,28.6,0,0,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/939bc634/Jonas-Lossl"
"652","David Raya_2022",2022,"Brentford","Premier League","David Raya","ESP","GK","25",1995,24,24,2160,24,27,1.13,103,76,77.7,10,5,9,8,33.3,4,4,0,0,0,"https://fbref.com/en/players/98ea5115/David-Raya"
