Name,Year,Club,unique_ID,Role,Name_Year
Maya Yoshida,2020,Southampton,Maya Yoshida_2020_Southampton,centre-back,Maya Yoshida_2020
Maya Yoshida,2021,Sampdoria,Maya Yoshida_2021_Sampdoria,centre-back,Maya Yoshida_2021
Maya Yoshida,2022,Sampdoria,Maya Yoshida_2022_Sampdoria,centre-back,Maya Yoshida_2022
Merih Demiral,2020,Juventus,Merih Demiral_2020_Juventus,centre-back,Merih Demiral_2020
Merih Demiral,2021,Juventus,Merih Demiral_2021_Juventus,centre-back,Merih Demiral_2021
Merih Demiral,2022,Atalanta,Merih Demiral_2022_Atalanta,centre-back,Merih Demiral_2022
Merih Demiral,2023,Atalanta,Merih Demiral_2023_Atalanta,centre-back,Merih Demiral_2023
Michael Keane,2019,Everton,Michael Keane_2019_Everton,centre-back,Michael Keane_2019
Michael Keane,2020,Everton,Michael Keane_2020_Everton,centre-back,Michael Keane_2020
Michael Keane,2021,Everton,Michael Keane_2021_Everton,centre-back,Michael Keane_2021
Michael Keane,2022,Everton,Michael Keane_2022_Everton,centre-back,Michael Keane_2022
Michael Keane,2023,Everton,Michael Keane_2023_Everton,centre-back,Michael Keane_2023
Micky van de Ven,2023,Wolfsburg,Micky van de Ven_2023_Wolfsburg,centre-back,Micky van de Ven_2023
Mike van der Hoorn,2021,Arminia,Mike van der Hoorn_2021_Arminia,centre-back,Mike van der Hoorn_2021
Milan Skriniar,2019,Inter,Milan Skriniar_2019_Inter,centre-back,Milan Skriniar_2019
Milan Skriniar,2020,Inter,Milan Skriniar_2020_Inter,centre-back,Milan Skriniar_2020
Milan Skriniar,2021,Inter,Milan Skriniar_2021_Inter,centre-back,Milan Skriniar_2021
Milan Skriniar,2022,Inter,Milan Skriniar_2022_Inter,centre-back,Milan Skriniar_2022
Milan Skriniar,2023,Inter,Milan Skriniar_2023_Inter,centre-back,Milan Skriniar_2023
Milos Veljkovic,2019,Werder Bremen,Milos Veljkovic_2019_Werder Bremen,centre-back,Milos Veljkovic_2019
Milos Veljkovic,2020,Werder Bremen,Milos Veljkovic_2020_Werder Bremen,centre-back,Milos Veljkovic_2020
Milos Veljkovic,2021,Werder Bremen,Milos Veljkovic_2021_Werder Bremen,centre-back,Milos Veljkovic_2021
Milos Veljkovic,2023,Werder Bremen,Milos Veljkovic_2023_Werder Bremen,centre-back,Milos Veljkovic_2023
Mohamed Simakan,2020,Strasbourg,Mohamed Simakan_2020_Strasbourg,centre-back,Mohamed Simakan_2020
Mohamed Simakan,2021,Strasbourg,Mohamed Simakan_2021_Strasbourg,centre-back,Mohamed Simakan_2021
Mohamed Simakan,2022,RB Leipzig,Mohamed Simakan_2022_RB Leipzig,centre-back,Mohamed Simakan_2022
Mohamed Simakan,2023,RB Leipzig,Mohamed Simakan_2023_RB Leipzig,centre-back,Mohamed Simakan_2023
Mohammed Salisu,2021,Southampton,Mohammed Salisu_2021_Southampton,centre-back,Mohammed Salisu_2021
Mohammed Salisu,2022,Southampton,Mohammed Salisu_2022_Southampton,centre-back,Mohammed Salisu_2022
Mohammed Salisu,2023,Southampton,Mohammed Salisu_2023_Southampton,centre-back,Mohammed Salisu_2023
Montassar Talbi,2023,Lorient,Montassar Talbi_2023_Lorient,centre-back,Montassar Talbi_2023
Mouctar Diakhaby,2019,Valencia,Mouctar Diakhaby_2019_Valencia,centre-back,Mouctar Diakhaby_2019
Mouctar Diakhaby,2020,Valencia,Mouctar Diakhaby_2020_Valencia,centre-back,Mouctar Diakhaby_2020
Mouctar Diakhaby,2021,Valencia,Mouctar Diakhaby_2021_Valencia,centre-back,Mouctar Diakhaby_2021
Mouctar Diakhaby,2022,Valencia,Mouctar Diakhaby_2022_Valencia,centre-back,Mouctar Diakhaby_2022
Mouctar Diakhaby,2023,Valencia,Mouctar Diakhaby_2023_Valencia,centre-back,Mouctar Diakhaby_2023
Moussa Niakhate,2019,Mainz 05,Moussa Niakhate_2019_Mainz 05,centre-back,Moussa Niakhate_2019
Moussa Niakhate,2020,Mainz 05,Moussa Niakhate_2020_Mainz 05,centre-back,Moussa Niakhate_2020
Moussa Niakhate,2021,Mainz 05,Moussa Niakhate_2021_Mainz 05,centre-back,Moussa Niakhate_2021
Moussa Niakhate,2022,Mainz 05,Moussa Niakhate_2022_Mainz 05,centre-back,Moussa Niakhate_2022
Moussa Niakhate,2023,Nott'ham Forest,Moussa Niakhate_2023_Nott'ham Forest,centre-back,Moussa Niakhate_2023
Naldo,2019,Espanyol,Naldo_2019_Espanyol,centre-back,Naldo_2019
Naldo,2019,Monaco,Naldo_2019_Monaco,centre-back,Naldo_2019
Naldo,2019,Schalke 04,Naldo_2019_Schalke 04,centre-back,Naldo_2019
Naldo,2020,Espanyol,Naldo_2020_Espanyol,centre-back,Naldo_2020
Nathan Ake,2019,Bournemouth,Nathan Ake_2019_Bournemouth,centre-back,Nathan Ake_2019
Nathan Ake,2020,Bournemouth,Nathan Ake_2020_Bournemouth,centre-back,Nathan Ake_2020
Nathan Ake,2021,Manchester City,Nathan Ake_2021_Manchester City,centre-back,Nathan Ake_2021
Nathan Ake,2022,Manchester City,Nathan Ake_2022_Manchester City,centre-back,Nathan Ake_2022
Nathan Ake,2023,Manchester City,Nathan Ake_2023_Manchester City,centre-back,Nathan Ake_2023
Nathan de Medina,2021,Arminia,Nathan de Medina_2021_Arminia,centre-back,Nathan de Medina_2021
Nathan de Medina,2022,Arminia,Nathan de Medina_2022_Arminia,centre-back,Nathan de Medina_2022
Nathaniel Phillips,2021,Liverpool,Nathaniel Phillips_2021_Liverpool,centre-back,Nathaniel Phillips_2021
Nayef Aguerd,2021,Rennes,Nayef Aguerd_2021_Rennes,centre-back,Nayef Aguerd_2021
Nayef Aguerd,2022,Rennes,Nayef Aguerd_2022_Rennes,centre-back,Nayef Aguerd_2022
Nayef Aguerd,2023,West Ham,Nayef Aguerd_2023_West Ham,centre-back,Nayef Aguerd_2023
Nehuen Paz,2020,Lecce,Nehuen Paz_2020_Lecce,centre-back,Nehuen Paz_2020
Nehuen Perez,2022,Udinese,Nehuen Perez_2022_Udinese,centre-back,Nehuen Perez_2022
Nehuen Perez,2023,Udinese,Nehuen Perez_2023_Udinese,centre-back,Nehuen Perez_2023
Nestor Araujo,2019,Celta Vigo,Nestor Araujo_2019_Celta Vigo,centre-back,Nestor Araujo_2019
Nestor Araujo,2020,Celta Vigo,Nestor Araujo_2020_Celta Vigo,centre-back,Nestor Araujo_2020
Nestor Araujo,2021,Celta Vigo,Nestor Araujo_2021_Celta Vigo,centre-back,Nestor Araujo_2021
Nestor Araujo,2022,Celta Vigo,Nestor Araujo_2022_Celta Vigo,centre-back,Nestor Araujo_2022
Nicholas Opoku,2019,Udinese,Nicholas Opoku_2019_Udinese,centre-back,Nicholas Opoku_2019
Nicholas Opoku,2020,Amiens,Nicholas Opoku_2020_Amiens,centre-back,Nicholas Opoku_2020
Nicholas Opoku,2020,Udinese,Nicholas Opoku_2020_Udinese,centre-back,Nicholas Opoku_2020
Nico Schlotterbeck,2023,Dortmund,Nico Schlotterbeck_2023_Dortmund,centre-back,Nico Schlotterbeck_2023
Nicolas Otamendi,2019,Manchester City,Nicolas Otamendi_2019_Manchester City,centre-back,Nicolas Otamendi_2019
Nicolas Otamendi,2020,Manchester City,Nicolas Otamendi_2020_Manchester City,centre-back,Nicolas Otamendi_2020
Nicolas Pallois,2019,Nantes,Nicolas Pallois_2019_Nantes,centre-back,Nicolas Pallois_2019
Nicolas Pallois,2020,Nantes,Nicolas Pallois_2020_Nantes,centre-back,Nicolas Pallois_2020
Nicolas Pallois,2021,Nantes,Nicolas Pallois_2021_Nantes,centre-back,Nicolas Pallois_2021
Nicolas Pallois,2022,Nantes,Nicolas Pallois_2022_Nantes,centre-back,Nicolas Pallois_2022
Nicolas Pallois,2023,Nantes,Nicolas Pallois_2023_Nantes,centre-back,Nicolas Pallois_2023
Nicolo Casale,2023,Lazio,Nicolo Casale_2023_Lazio,centre-back,Nicolo Casale_2023
Niklas Moisander,2019,Werder Bremen,Niklas Moisander_2019_Werder Bremen,centre-back,Niklas Moisander_2019
Niklas Moisander,2020,Werder Bremen,Niklas Moisander_2020_Werder Bremen,centre-back,Niklas Moisander_2020
Niklas Moisander,2021,Werder Bremen,Niklas Moisander_2021_Werder Bremen,centre-back,Niklas Moisander_2021
Niklas Stark,2019,Hertha BSC,Niklas Stark_2019_Hertha BSC,centre-back,Niklas Stark_2019
Niklas Stark,2020,Hertha BSC,Niklas Stark_2020_Hertha BSC,centre-back,Niklas Stark_2020
Niklas Stark,2021,Hertha BSC,Niklas Stark_2021_Hertha BSC,centre-back,Niklas Stark_2021
Niklas Stark,2022,Hertha BSC,Niklas Stark_2022_Hertha BSC,centre-back,Niklas Stark_2022
Niklas Stark,2023,Werder Bremen,Niklas Stark_2023_Werder Bremen,centre-back,Niklas Stark_2023
Niklas Sule,2019,Bayern Munich,Niklas Sule_2019_Bayern Munich,centre-back,Niklas Sule_2019
Niklas Sule,2020,Bayern Munich,Niklas Sule_2020_Bayern Munich,centre-back,Niklas Sule_2020
Niklas Sule,2021,Bayern Munich,Niklas Sule_2021_Bayern Munich,centre-back,Niklas Sule_2021
Niklas Sule,2022,Bayern Munich,Niklas Sule_2022_Bayern Munich,centre-back,Niklas Sule_2022
Niklas Sule,2023,Dortmund,Niklas Sule_2023_Dortmund,centre-back,Niklas Sule_2023
Nikola Maksimovic,2019,Napoli,Nikola Maksimovic_2019_Napoli,centre-back,Nikola Maksimovic_2019
Nikola Maksimovic,2020,Napoli,Nikola Maksimovic_2020_Napoli,centre-back,Nikola Maksimovic_2020
Nikola Maksimovic,2021,Napoli,Nikola Maksimovic_2021_Napoli,centre-back,Nikola Maksimovic_2021
Nikola Milenkovic,2019,Fiorentina,Nikola Milenkovic_2019_Fiorentina,centre-back,Nikola Milenkovic_2019
Nikola Milenkovic,2020,Fiorentina,Nikola Milenkovic_2020_Fiorentina,centre-back,Nikola Milenkovic_2020
Nikola Milenkovic,2021,Fiorentina,Nikola Milenkovic_2021_Fiorentina,centre-back,Nikola Milenkovic_2021
Nikola Milenkovic,2022,Fiorentina,Nikola Milenkovic_2022_Fiorentina,centre-back,Nikola Milenkovic_2022
Nikola Milenkovic,2023,Fiorentina,Nikola Milenkovic_2023_Fiorentina,centre-back,Nikola Milenkovic_2023
Norbert Gyomber,2022,Salernitana,Norbert Gyomber_2022_Salernitana,centre-back,Norbert Gyomber_2022
Norbert Gyomber,2023,Salernitana,Norbert Gyomber_2023_Salernitana,centre-back,Norbert Gyomber_2023
Omar Alderete,2023,Getafe,Omar Alderete_2023_Getafe,centre-back,Omar Alderete_2023
Omar Colley,2019,Sampdoria,Omar Colley_2019_Sampdoria,centre-back,Omar Colley_2019
Omar Colley,2020,Sampdoria,Omar Colley_2020_Sampdoria,centre-back,Omar Colley_2020
Omar Colley,2021,Sampdoria,Omar Colley_2021_Sampdoria,centre-back,Omar Colley_2021
Omar Colley,2022,Sampdoria,Omar Colley_2022_Sampdoria,centre-back,Omar Colley_2022
Omar Colley,2023,Sampdoria,Omar Colley_2023_Sampdoria,centre-back,Omar Colley_2023
Omer Toprak,2020,Werder Bremen,Omer Toprak_2020_Werder Bremen,centre-back,Omer Toprak_2020
Omer Toprak,2021,Werder Bremen,Omer Toprak_2021_Werder Bremen,centre-back,Omer Toprak_2021
Oscar Duarte,2020,Levante,Oscar Duarte_2020_Levante,centre-back,Oscar Duarte_2020
Oscar Duarte,2021,Levante,Oscar Duarte_2021_Levante,centre-back,Oscar Duarte_2021
Oscar Duarte,2022,Levante,Oscar Duarte_2022_Levante,centre-back,Oscar Duarte_2022
Oscar Mingueza,2021,Barcelona,Oscar Mingueza_2021_Barcelona,centre-back,Oscar Mingueza_2021
Oscar Mingueza,2022,Barcelona,Oscar Mingueza_2022_Barcelona,centre-back,Oscar Mingueza_2022
Oscar Mingueza,2023,Celta Vigo,Oscar Mingueza_2023_Celta Vigo,centre-back,Oscar Mingueza_2023
Ozan Kabak,2020,Schalke 04,Ozan Kabak_2020_Schalke 04,centre-back,Ozan Kabak_2020
Ozan Kabak,2021,Liverpool,Ozan Kabak_2021_Liverpool,centre-back,Ozan Kabak_2021
Ozan Kabak,2021,Schalke 04,Ozan Kabak_2021_Schalke 04,centre-back,Ozan Kabak_2021
Ozan Kabak,2023,Hoffenheim,Ozan Kabak_2023_Hoffenheim,centre-back,Ozan Kabak_2023
Pablo Mari,2021,Arsenal,Pablo Mari_2021_Arsenal,centre-back,Pablo Mari_2021
Pablo Mari,2022,Udinese,Pablo Mari_2022_Udinese,centre-back,Pablo Mari_2022
Pablo Mari,2023,Monza,Pablo Mari_2023_Monza,centre-back,Pablo Mari_2023
Patric,2019,Lazio,Patric_2019_Lazio,centre-back,Patric_2019
Patric,2020,Lazio,Patric_2020_Lazio,centre-back,Patric_2020
Patric,2021,Lazio,Patric_2021_Lazio,centre-back,Patric_2021
Patric,2022,Lazio,Patric_2022_Lazio,centre-back,Patric_2022
Patric,2023,Lazio,Patric_2023_Lazio,centre-back,Patric_2023
Pau Torres,2020,Villarreal,Pau Torres_2020_Villarreal,centre-back,Pau Torres_2020
Pau Torres,2021,Villarreal,Pau Torres_2021_Villarreal,centre-back,Pau Torres_2021
Pau Torres,2022,Villarreal,Pau Torres_2022_Villarreal,centre-back,Pau Torres_2022
Pau Torres,2023,Villarreal,Pau Torres_2023_Villarreal,centre-back,Pau Torres_2023
Paul Jaeckel,2022,Union Berlin,Paul Jaeckel_2022_Union Berlin,centre-back,Paul Jaeckel_2022
Paul Jaeckel,2023,Union Berlin,Paul Jaeckel_2023_Union Berlin,centre-back,Paul Jaeckel_2023
Paulo Oliveira,2019,Eibar,Paulo Oliveira_2019_Eibar,centre-back,Paulo Oliveira_2019
Paulo Oliveira,2020,Eibar,Paulo Oliveira_2020_Eibar,centre-back,Paulo Oliveira_2020
Paulo Oliveira,2021,Eibar,Paulo Oliveira_2021_Eibar,centre-back,Paulo Oliveira_2021
Pawel Dawidowicz,2020,Hellas Verona,Pawel Dawidowicz_2020_Hellas Verona,centre-back,Pawel Dawidowicz_2020
Pawel Dawidowicz,2021,Hellas Verona,Pawel Dawidowicz_2021_Hellas Verona,centre-back,Pawel Dawidowicz_2021
Pawel Dawidowicz,2022,Hellas Verona,Pawel Dawidowicz_2022_Hellas Verona,centre-back,Pawel Dawidowicz_2022
Pawel Dawidowicz,2023,Hellas Verona,Pawel Dawidowicz_2023_Hellas Verona,centre-back,Pawel Dawidowicz_2023
Pedro Bigas,2019,Eibar,Pedro Bigas_2019_Eibar,centre-back,Pedro Bigas_2019
Pedro Bigas,2020,Eibar,Pedro Bigas_2020_Eibar,centre-back,Pedro Bigas_2020
Pedro Bigas,2021,Eibar,Pedro Bigas_2021_Eibar,centre-back,Pedro Bigas_2021
Pedro Bigas,2022,Elche,Pedro Bigas_2022_Elche,centre-back,Pedro Bigas_2022
Pedro Bigas,2023,Elche,Pedro Bigas_2023_Elche,centre-back,Pedro Bigas_2023
Pedro Mendes,2019,Montpellier,Pedro Mendes_2019_Montpellier,centre-back,Pedro Mendes_2019
Pedro Mendes,2020,Montpellier,Pedro Mendes_2020_Montpellier,centre-back,Pedro Mendes_2020
Pedro Mendes,2021,Montpellier,Pedro Mendes_2021_Montpellier,centre-back,Pedro Mendes_2021
Perr Schuurs,2023,Torino,Perr Schuurs_2023_Torino,centre-back,Perr Schuurs_2023
Petko Hristov,2022,Spezia,Petko Hristov_2022_Spezia,centre-back,Petko Hristov_2022
Phil Jagielka,2021,Sheffield Utd,Phil Jagielka_2021_Sheffield Utd,centre-back,Phil Jagielka_2021
Phil Jones,2019,Manchester Utd,Phil Jones_2019_Manchester Utd,centre-back,Phil Jones_2019
Philipp Lienhart,2019,Freiburg,Philipp Lienhart_2019_Freiburg,centre-back,Philipp Lienhart_2019
Philipp Lienhart,2020,Freiburg,Philipp Lienhart_2020_Freiburg,centre-back,Philipp Lienhart_2020
Philipp Lienhart,2021,Freiburg,Philipp Lienhart_2021_Freiburg,centre-back,Philipp Lienhart_2021
Philipp Lienhart,2022,Freiburg,Philipp Lienhart_2022_Freiburg,centre-back,Philipp Lienhart_2022
Philipp Lienhart,2023,Freiburg,Philipp Lienhart_2023_Freiburg,centre-back,Philipp Lienhart_2023
Piero Hincapie,2022,Leverkusen,Piero Hincapie_2022_Leverkusen,centre-back,Piero Hincapie_2022
Piero Hincapie,2023,Leverkusen,Piero Hincapie_2023_Leverkusen,centre-back,Piero Hincapie_2023
Pierre Kalulu,2021,Milan,Pierre Kalulu_2021_Milan,centre-back,Pierre Kalulu_2021
Pierre Kalulu,2022,Milan,Pierre Kalulu_2022_Milan,centre-back,Pierre Kalulu_2022
Pierre Kalulu,2023,Milan,Pierre Kalulu_2023_Milan,centre-back,Pierre Kalulu_2023
Pontus Jansson,2022,Brentford,Pontus Jansson_2022_Brentford,centre-back,Pontus Jansson_2022
Pontus Jansson,2023,Brentford,Pontus Jansson_2023_Brentford,centre-back,Pontus Jansson_2023
Presnel Kimpembe,2019,Paris S-G,Presnel Kimpembe_2019_Paris S-G,centre-back,Presnel Kimpembe_2019
Presnel Kimpembe,2020,Paris S-G,Presnel Kimpembe_2020_Paris S-G,centre-back,Presnel Kimpembe_2020
Presnel Kimpembe,2021,Paris S-G,Presnel Kimpembe_2021_Paris S-G,centre-back,Presnel Kimpembe_2021
Presnel Kimpembe,2022,Paris S-G,Presnel Kimpembe_2022_Paris S-G,centre-back,Presnel Kimpembe_2022
Presnel Kimpembe,2023,Paris S-G,Presnel Kimpembe_2023_Paris S-G,centre-back,Presnel Kimpembe_2023
Rafael Toloi,2019,Atalanta,Rafael Toloi_2019_Atalanta,centre-back,Rafael Toloi_2019
Rafael Toloi,2020,Atalanta,Rafael Toloi_2020_Atalanta,centre-back,Rafael Toloi_2020
Rafael Toloi,2021,Atalanta,Rafael Toloi_2021_Atalanta,centre-back,Rafael Toloi_2021
Rafael Toloi,2022,Atalanta,Rafael Toloi_2022_Atalanta,centre-back,Rafael Toloi_2022
Rafael Toloi,2023,Atalanta,Rafael Toloi_2023_Atalanta,centre-back,Rafael Toloi_2023
Ragnar Klavan,2019,Cagliari,Ragnar Klavan_2019_Cagliari,centre-back,Ragnar Klavan_2019
Ragnar Klavan,2020,Cagliari,Ragnar Klavan_2020_Cagliari,centre-back,Ragnar Klavan_2020
Ragnar Klavan,2021,Cagliari,Ragnar Klavan_2021_Cagliari,centre-back,Ragnar Klavan_2021
Ramiro Funes Mori,2019,Villarreal,Ramiro Funes Mori_2019_Villarreal,centre-back,Ramiro Funes Mori_2019
Ramiro Funes Mori,2020,Villarreal,Ramiro Funes Mori_2020_Villarreal,centre-back,Ramiro Funes Mori_2020
Ramiro Funes Mori,2021,Villarreal,Ramiro Funes Mori_2021_Villarreal,centre-back,Ramiro Funes Mori_2021
Raphael Varane,2019,Real Madrid,Raphael Varane_2019_Real Madrid,centre-back,Raphael Varane_2019
Raphael Varane,2020,Real Madrid,Raphael Varane_2020_Real Madrid,centre-back,Raphael Varane_2020
Raphael Varane,2021,Real Madrid,Raphael Varane_2021_Real Madrid,centre-back,Raphael Varane_2021
Raphael Varane,2022,Manchester Utd,Raphael Varane_2022_Manchester Utd,centre-back,Raphael Varane_2022
Raphael Varane,2023,Manchester Utd,Raphael Varane_2023_Manchester Utd,centre-back,Raphael Varane_2023
Rasmus Nicolaisen,2023,Toulouse,Rasmus Nicolaisen_2023_Toulouse,centre-back,Rasmus Nicolaisen_2023
Raul Albiol,2020,Villarreal,Raul Albiol_2020_Villarreal,centre-back,Raul Albiol_2020
Raul Albiol,2021,Villarreal,Raul Albiol_2021_Villarreal,centre-back,Raul Albiol_2021
Raul Albiol,2022,Villarreal,Raul Albiol_2022_Villarreal,centre-back,Raul Albiol_2022
Raul Albiol,2023,Villarreal,Raul Albiol_2023_Villarreal,centre-back,Raul Albiol_2023
Raul Navas,2020,Osasuna,Raul Navas_2020_Osasuna,centre-back,Raul Navas_2020
Reece Oxford,2019,Augsburg,Reece Oxford_2019_Augsburg,centre-back,Reece Oxford_2019
Reece Oxford,2021,Augsburg,Reece Oxford_2021_Augsburg,centre-back,Reece Oxford_2021
Reece Oxford,2022,Augsburg,Reece Oxford_2022_Augsburg,centre-back,Reece Oxford_2022
Rhys Williams,2021,Liverpool,Rhys Williams_2021_Liverpool,centre-back,Rhys Williams_2021
Ricardo Rodriguez,2019,Milan,Ricardo Rodriguez_2019_Milan,centre-back,Ricardo Rodriguez_2019
Ricardo Rodriguez,2020,Milan,Ricardo Rodriguez_2020_Milan,centre-back,Ricardo Rodriguez_2020
Ricardo Rodriguez,2021,Torino,Ricardo Rodriguez_2021_Torino,centre-back,Ricardo Rodriguez_2021
Ricardo Rodriguez,2022,Torino,Ricardo Rodriguez_2022_Torino,centre-back,Ricardo Rodriguez_2022
Ricardo Rodriguez,2023,Torino,Ricardo Rodriguez_2023_Torino,centre-back,Ricardo Rodriguez_2023
Riccardo Gagliolo,2019,Parma,Riccardo Gagliolo_2019_Parma,centre-back,Riccardo Gagliolo_2019
Riccardo Gagliolo,2020,Parma,Riccardo Gagliolo_2020_Parma,centre-back,Riccardo Gagliolo_2020
Riccardo Gagliolo,2021,Parma,Riccardo Gagliolo_2021_Parma,centre-back,Riccardo Gagliolo_2021
Rob Holding,2019,Arsenal,Rob Holding_2019_Arsenal,centre-back,Rob Holding_2019
Rob Holding,2020,Arsenal,Rob Holding_2020_Arsenal,centre-back,Rob Holding_2020
Rob Holding,2021,Arsenal,Rob Holding_2021_Arsenal,centre-back,Rob Holding_2021
Rob Holding,2022,Arsenal,Rob Holding_2022_Arsenal,centre-back,Rob Holding_2022
Rob Holding,2023,Arsenal,Rob Holding_2023_Arsenal,centre-back,Rob Holding_2023
Robin Knoche,2019,Wolfsburg,Robin Knoche_2019_Wolfsburg,centre-back,Robin Knoche_2019
Robin Knoche,2020,Wolfsburg,Robin Knoche_2020_Wolfsburg,centre-back,Robin Knoche_2020
Robin Knoche,2021,Union Berlin,Robin Knoche_2021_Union Berlin,centre-back,Robin Knoche_2021
Robin Knoche,2022,Union Berlin,Robin Knoche_2022_Union Berlin,centre-back,Robin Knoche_2022
Robin Knoche,2023,Union Berlin,Robin Knoche_2023_Union Berlin,centre-back,Robin Knoche_2023
Robin Koch,2019,Freiburg,Robin Koch_2019_Freiburg,centre-back,Robin Koch_2019
Robin Koch,2020,Freiburg,Robin Koch_2020_Freiburg,centre-back,Robin Koch_2020
Robin Koch,2021,Leeds United,Robin Koch_2021_Leeds United,centre-back,Robin Koch_2021
Robin Koch,2022,Leeds United,Robin Koch_2022_Leeds United,centre-back,Robin Koch_2022
Robin Koch,2023,Leeds United,Robin Koch_2023_Leeds United,centre-back,Robin Koch_2023
Robin Le Normand,2020,Real Sociedad,Robin Le Normand_2020_Real Sociedad,centre-back,Robin Le Normand_2020
Robin Le Normand,2021,Real Sociedad,Robin Le Normand_2021_Real Sociedad,centre-back,Robin Le Normand_2021
Robin Le Normand,2022,Real Sociedad,Robin Le Normand_2022_Real Sociedad,centre-back,Robin Le Normand_2022
Robin Le Normand,2023,Real Sociedad,Robin Le Normand_2023_Real Sociedad,centre-back,Robin Le Normand_2023
Robson Bambu,2021,Nice,Robson Bambu_2021_Nice,centre-back,Robson Bambu_2021
Rodrigo Becao,2020,Udinese,Rodrigo Becao_2020_Udinese,centre-back,Rodrigo Becao_2020
Rodrigo Becao,2021,Udinese,Rodrigo Becao_2021_Udinese,centre-back,Rodrigo Becao_2021
Rodrigo Becao,2022,Udinese,Rodrigo Becao_2022_Udinese,centre-back,Rodrigo Becao_2022
Rodrigo Becao,2023,Udinese,Rodrigo Becao_2023_Udinese,centre-back,Rodrigo Becao_2023
Roger Ibanez,2020,Roma,Roger Ibanez_2020_Roma,centre-back,Roger Ibanez_2020
Roger Ibanez,2021,Roma,Roger Ibanez_2021_Roma,centre-back,Roger Ibanez_2021
Roger Ibanez,2022,Roma,Roger Ibanez_2022_Roma,centre-back,Roger Ibanez_2022
Roger Ibanez,2023,Roma,Roger Ibanez_2023_Roma,centre-back,Roger Ibanez_2023
Romain Saiss,2019,Wolves,Romain Saiss_2019_Wolves,centre-back,Romain Saiss_2019
Romain Saiss,2020,Wolves,Romain Saiss_2020_Wolves,centre-back,Romain Saiss_2020
Romain Saiss,2021,Wolves,Romain Saiss_2021_Wolves,centre-back,Romain Saiss_2021
Romain Saiss,2022,Wolves,Romain Saiss_2022_Wolves,centre-back,Romain Saiss_2022
Romain Thomas,2019,Angers,Romain Thomas_2019_Angers,centre-back,Romain Thomas_2019
Romain Thomas,2020,Angers,Romain Thomas_2020_Angers,centre-back,Romain Thomas_2020
Romain Thomas,2021,Angers,Romain Thomas_2021_Angers,centre-back,Romain Thomas_2021
Romain Thomas,2022,Angers,Romain Thomas_2022_Angers,centre-back,Romain Thomas_2022
Ronald Araujo,2021,Barcelona,Ronald Araujo_2021_Barcelona,centre-back,Ronald Araujo_2021
Ronald Araujo,2022,Barcelona,Ronald Araujo_2022_Barcelona,centre-back,Ronald Araujo_2022
Ronald Araujo,2023,Barcelona,Ronald Araujo_2023_Barcelona,centre-back,Ronald Araujo_2023
Ruben Dias,2021,Manchester City,Ruben Dias_2021_Manchester City,centre-back,Ruben Dias_2021
Ruben Dias,2022,Manchester City,Ruben Dias_2022_Manchester City,centre-back,Ruben Dias_2022
Ruben Dias,2023,Manchester City,Ruben Dias_2023_Manchester City,centre-back,Ruben Dias_2023
Ruben Vezo,2019,Levante,Ruben Vezo_2019_Levante,centre-back,Ruben Vezo_2019
Ruben Vezo,2020,Levante,Ruben Vezo_2020_Levante,centre-back,Ruben Vezo_2020
Ruben Vezo,2021,Levante,Ruben Vezo_2021_Levante,centre-back,Ruben Vezo_2021
Ruben Vezo,2022,Levante,Ruben Vezo_2022_Levante,centre-back,Ruben Vezo_2022
Ryan Bennett,2019,Wolves,Ryan Bennett_2019_Wolves,centre-back,Ryan Bennett_2019
Ryan Bennett,2020,Wolves,Ryan Bennett_2020_Wolves,centre-back,Ryan Bennett_2020
Salif Sane,2019,Schalke 04,Salif Sane_2019_Schalke 04,centre-back,Salif Sane_2019
Salif Sane,2020,Schalke 04,Salif Sane_2020_Schalke 04,centre-back,Salif Sane_2020
Salif Sane,2021,Schalke 04,Salif Sane_2021_Schalke 04,centre-back,Salif Sane_2021
Samuel Gigot,2023,Marseille,Samuel Gigot_2023_Marseille,centre-back,Samuel Gigot_2023
