,unique_ID,Comp,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90,GA,GA90,SoTA,Saves,Save_percent,W,D,L,CS,CS_percent,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Save_percent_Penalty,Url,GA_Goals,PKA_Goals,FK_Goals,CK_Goals,OG_Goals,PSxG_Expected,PSxG_per_SoT_Expected,PSxG+_per__minus__Expected,_per_90_Expected,Cmp_Launched,Att_Launched,Cmp_percent_Launched,Att_Passes,Thr_Passes,Launch_percent_Passes,AvgLen_Passes,Att_Goal,Launch_percent_Goal,AvgLen_Goal,Opp_Crosses,Stp_Crosses,Stp_percent_Crosses,#OPA_Sweeper,#OPA_per_90_Sweeper,AvgDist_Sweeper,player_market_value_euro
157,Vanja Milinkovic-Savic_2019_SPAL,Serie A,SRB,GK,21.0,1997.0,2.0,2.0,164.0,1.8,4.0,2.2,16.0,12.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/9fa26bc2/Vanja-Milinkovic-Savic,4.0,0.0,0.0,1.0,0.0,3.0,0.18,-1.0,-0.58,8.0,32.0,25.0,57.0,20.0,36.8,33.7,21.0,52.4,49.3,27.0,1.0,3.7,1.0,0.55,10.1,
158,Giacomo Poluzzi_2019_SPAL,Serie A,ITA,GK,30.0,1988.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/07f55871/Giacomo-Poluzzi,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,18.7,0.0,,,0.0,0.0,,0.0,0.0,17.0,
159,Emiliano Viviano_2019_SPAL,Serie A,ITA,GK,32.0,1985.0,17.0,17.0,1525.0,16.9,25.0,1.48,84.0,59.0,75.0,7.0,3.0,7.0,3.0,17.6,4.0,4.0,0.0,0.0,0.0,https://fbref.com/en/players/03760df0/Emiliano-Viviano,25.0,4.0,0.0,2.0,0.0,24.0,0.24,-1.0,-0.06,120.0,275.0,43.6,421.0,45.0,44.2,37.6,163.0,54.6,43.6,239.0,5.0,2.1,9.0,0.53,12.3,
160,Jessy Moulin_2019_Saint-Etienne,Ligue 1,FRA,GK,32.0,1986.0,1.0,1.0,90.0,1.0,1.0,1.0,5.0,5.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/28a65a2c/Jessy-Moulin,1.0,0.0,0.0,0.0,1.0,1.7,0.36,1.7,1.65,0.0,1.0,0.0,29.0,12.0,0.0,22.4,3.0,33.3,38.0,13.0,0.0,0.0,0.0,0.0,11.2,
161,Stephane Ruffier_2019_Saint-Etienne,Ligue 1,FRA,GK,31.0,1986.0,37.0,37.0,3330.0,37.0,40.0,1.08,148.0,107.0,77.7,19.0,8.0,10.0,13.0,35.1,9.0,7.0,1.0,1.0,12.5,https://fbref.com/en/players/cac76a72/Stephane-Ruffier,40.0,7.0,0.0,7.0,0.0,47.3,0.27,7.3,0.2,171.0,570.0,30.0,872.0,159.0,43.2,36.4,320.0,60.3,44.1,475.0,11.0,2.3,18.0,0.49,12.8,
162,Emil Audero_2019_Sampdoria,Serie A,ITA,GK,21.0,1997.0,36.0,36.0,3240.0,36.0,51.0,1.42,147.0,96.0,70.1,14.0,7.0,15.0,11.0,30.6,8.0,7.0,1.0,0.0,12.5,https://fbref.com/en/players/649b01d8/Emil-Audero,51.0,7.0,2.0,6.0,1.0,49.5,0.3,-0.5,-0.01,123.0,370.0,33.2,860.0,181.0,25.9,28.7,297.0,49.5,39.1,587.0,25.0,4.3,48.0,1.33,15.0,12000000.0
163,Rafael Cabral_2019_Sampdoria,Serie A,BRA,GK,28.0,1990.0,2.0,2.0,180.0,2.0,0.0,0.0,2.0,2.0,100.0,1.0,1.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/806f7a26/Rafael-Cabral,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,11.0,24.0,45.8,45.0,8.0,35.6,34.7,14.0,57.1,45.0,19.0,0.0,0.0,1.0,0.5,16.5,
164,Andrea Consigli_2019_Sassuolo,Serie A,ITA,GK,31.0,1987.0,36.0,36.0,3213.0,35.7,56.0,1.57,155.0,98.0,66.5,9.0,15.0,12.0,12.0,33.3,8.0,4.0,3.0,1.0,42.9,https://fbref.com/en/players/8cabdc1e/Andrea-Consigli,56.0,4.0,0.0,10.0,2.0,54.3,0.31,0.3,0.01,178.0,436.0,40.8,887.0,159.0,34.6,32.7,286.0,45.1,37.6,590.0,16.0,2.7,29.0,0.81,13.7,2800000.0
165,Gianluca Pegolo_2019_Sassuolo,Serie A,ITA,GK,37.0,1981.0,3.0,2.0,202.0,2.3,4.0,1.78,12.0,8.0,66.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/f058ed1f/Gianluca-Pegolo,4.0,0.0,0.0,2.0,0.0,3.8,0.34,-0.2,-0.1,17.0,37.0,45.9,45.0,9.0,40.0,35.1,29.0,65.5,44.2,33.0,1.0,3.0,0.0,0.0,7.3,
166,Ralf Fahrmann_2019_Schalke 04,Bundesliga,GER,GK,29.0,1988.0,17.0,16.0,1469.0,16.3,26.0,1.59,83.0,58.0,71.1,4.0,3.0,9.0,3.0,18.8,2.0,2.0,0.0,0.0,0.0,https://fbref.com/en/players/1e43fad8/Ralf-Fahrmann,26.0,2.0,1.0,4.0,1.0,22.8,0.27,-2.2,-0.14,103.0,233.0,44.2,394.0,71.0,40.6,36.4,120.0,60.8,45.8,198.0,10.0,5.1,21.0,1.29,14.7,
167,Alexander Nubel_2019_Schalke 04,Bundesliga,GER,GK,21.0,1996.0,18.0,18.0,1588.0,17.6,29.0,1.64,83.0,53.0,68.7,4.0,6.0,8.0,4.0,22.2,4.0,3.0,1.0,0.0,25.0,https://fbref.com/en/players/afb0c500/Alexander-Nubel,29.0,3.0,0.0,0.0,0.0,29.9,0.32,0.9,0.05,113.0,274.0,41.2,385.0,56.0,43.9,36.7,134.0,78.4,53.3,229.0,11.0,4.8,11.0,0.62,13.6,9500000.0
168,Javier Diaz_2019_Sevilla,La Liga,ESP,GK,21.0,1997.0,1.0,1.0,90.0,1.0,1.0,1.0,2.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/17a1299d/Javier-Diaz,1.0,1.0,0.0,0.0,0.0,1.2,0.09,0.2,0.18,3.0,11.0,27.3,18.0,2.0,38.9,35.3,5.0,80.0,53.6,9.0,0.0,0.0,0.0,0.0,8.5,
169,Juan Soriano_2019_Sevilla,La Liga,ESP,GK,20.0,1997.0,4.0,4.0,359.0,4.0,2.0,0.5,11.0,9.0,90.9,4.0,0.0,0.0,2.0,50.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/5512b1a9/Juan-Soriano,2.0,1.0,0.0,0.0,0.0,3.6,0.24,1.6,0.4,22.0,85.0,25.9,114.0,28.0,51.8,40.2,33.0,78.8,53.3,56.0,1.0,1.8,9.0,2.26,20.7,
170,Tomas Vaclik_2019_Sevilla,La Liga,CZE,GK,29.0,1989.0,33.0,33.0,2970.0,33.0,44.0,1.33,143.0,98.0,72.0,13.0,8.0,12.0,8.0,24.2,5.0,4.0,1.0,0.0,20.0,https://fbref.com/en/players/7b456af7/Tomas-Vaclik,44.0,4.0,2.0,4.0,0.0,45.5,0.29,1.5,0.04,166.0,534.0,31.1,743.0,186.0,45.1,37.9,256.0,77.7,55.6,474.0,29.0,6.1,21.0,0.64,13.2,14500000.0
171,Fraser Forster_2019_Southampton,Premier League,ENG,GK,30.0,1988.0,1.0,1.0,90.0,1.0,3.0,3.0,6.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/c3e39f12/Fraser-Forster,3.0,0.0,0.0,0.0,0.0,1.9,0.31,-1.1,-1.15,5.0,18.0,27.8,16.0,4.0,68.8,42.6,7.0,100.0,65.1,5.0,0.0,0.0,0.0,0.0,2.0,6500000.0
172,Angus Gunn_2019_Southampton,Premier League,SCO,GK,22.0,1996.0,12.0,12.0,1080.0,12.0,18.0,1.5,50.0,31.0,64.0,4.0,4.0,4.0,3.0,25.0,1.0,0.0,1.0,0.0,100.0,https://fbref.com/en/players/e082af5b/Angus-Gunn,18.0,0.0,0.0,2.0,0.0,14.9,0.28,-3.1,-0.26,69.0,249.0,27.7,215.0,17.0,77.2,48.4,91.0,91.2,60.8,166.0,5.0,3.0,12.0,1.0,14.3,6500000.0
173,Alex McCarthy_2019_Southampton,Premier League,ENG,GK,28.0,1989.0,25.0,25.0,2250.0,25.0,44.0,1.76,119.0,78.0,64.7,5.0,8.0,12.0,4.0,16.0,2.0,2.0,0.0,0.0,0.0,https://fbref.com/en/players/36c2ca73/Alex-McCarthy,44.0,2.0,0.0,4.0,3.0,37.3,0.3,-3.7,-0.15,139.0,447.0,31.1,478.0,82.0,60.3,42.8,189.0,84.1,57.6,375.0,15.0,4.0,17.0,0.68,11.6,4000000.0
174,Eiji Kawashima_2019_Strasbourg,Ligue 1,JPN,GK,35.0,1983.0,1.0,1.0,90.0,1.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/a4527d33/Eiji-Kawashima,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.1,0.14,13.0,27.0,48.1,25.0,7.0,48.0,40.0,15.0,100.0,66.8,17.0,1.0,5.9,0.0,0.0,10.3,
175,Matz Sels_2019_Strasbourg,Ligue 1,BEL,GK,26.0,1992.0,37.0,37.0,3330.0,37.0,48.0,1.3,148.0,99.0,72.3,10.0,16.0,11.0,8.0,21.6,9.0,7.0,2.0,0.0,22.2,https://fbref.com/en/players/834b5c4c/Matz-Sels,48.0,7.0,3.0,4.0,1.0,45.0,0.25,-2.0,-0.05,256.0,649.0,39.4,815.0,186.0,48.3,39.3,327.0,78.0,55.1,566.0,26.0,4.6,30.0,0.81,12.3,6500000.0
176,Ron-Robert Zieler_2019_Stuttgart,Bundesliga,GER,GK,29.0,1989.0,34.0,34.0,3060.0,34.0,70.0,2.06,179.0,113.0,62.0,7.0,7.0,20.0,6.0,17.6,3.0,2.0,0.0,1.0,0.0,https://fbref.com/en/players/a0606ae8/Ron-Robert-Zieler,70.0,2.0,2.0,7.0,4.0,56.4,0.31,-9.6,-0.28,259.0,714.0,36.3,911.0,129.0,55.4,40.3,305.0,68.5,52.7,518.0,22.0,4.2,41.0,1.21,14.7,
177,Salvador Ichazo_2019_Torino,Serie A,URU,GK,26.0,1992.0,3.0,2.0,250.0,2.8,2.0,0.72,9.0,7.0,88.9,1.0,1.0,0.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/514f0896/Salvador-Ichazo,2.0,1.0,0.0,1.0,0.0,2.6,0.18,0.6,0.22,24.0,55.0,43.6,60.0,9.0,55.0,41.5,27.0,81.5,49.9,43.0,1.0,2.3,1.0,0.36,12.0,
178,Salvatore Sirigu_2019_Torino,Serie A,ITA,GK,31.0,1987.0,36.0,36.0,3170.0,35.2,35.0,0.99,136.0,99.0,75.7,15.0,14.0,7.0,14.0,38.9,4.0,2.0,2.0,0.0,50.0,https://fbref.com/en/players/10dc46f0/Salvatore-Sirigu,35.0,2.0,0.0,4.0,0.0,40.7,0.28,5.7,0.16,287.0,635.0,45.2,823.0,119.0,47.3,38.0,300.0,82.0,51.0,539.0,26.0,4.8,36.0,1.02,13.9,6500000.0
179,Paulo Gazzaniga_2019_Tottenham,Premier League,ARG,GK,26.0,1992.0,3.0,3.0,270.0,3.0,2.0,0.67,13.0,11.0,84.6,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/63d17038/Paulo-Gazzaniga,2.0,0.0,0.0,0.0,0.0,4.3,0.33,2.3,0.77,15.0,44.0,34.1,82.0,13.0,29.3,29.3,26.0,76.9,54.7,42.0,2.0,4.8,2.0,0.67,13.1,2800000.0
180,Hugo Lloris_2019_Tottenham,Premier League,FRA,GK,31.0,1986.0,33.0,33.0,2970.0,33.0,33.0,1.0,130.0,98.0,76.9,21.0,2.0,10.0,12.0,36.4,5.0,3.0,2.0,0.0,40.0,https://fbref.com/en/players/8f62b6ee/Hugo-Lloris,33.0,3.0,1.0,5.0,3.0,39.2,0.27,9.2,0.28,164.0,408.0,40.2,956.0,161.0,29.5,32.2,252.0,50.0,42.2,454.0,13.0,2.9,36.0,1.09,14.9,14500000.0
181,Michel Vorm_2019_Tottenham,Premier League,NED,GK,34.0,1983.0,2.0,2.0,180.0,2.0,4.0,2.0,13.0,9.0,69.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/1bebde9d/Michel-Vorm,4.0,0.0,0.0,2.0,0.0,4.2,0.32,0.2,0.11,4.0,12.0,33.3,51.0,17.0,15.7,24.7,10.0,40.0,35.6,18.0,1.0,5.6,2.0,1.0,15.4,
182,Mauro Goicoechea_2019_Toulouse,Ligue 1,URU,GK,30.0,1988.0,8.0,7.0,712.0,7.9,12.0,1.52,35.0,23.0,68.6,2.0,3.0,2.0,3.0,42.9,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/132bb875/Mauro-Goicoechea,12.0,1.0,1.0,1.0,0.0,8.1,0.2,-3.9,-0.49,48.0,128.0,37.5,180.0,36.0,44.4,36.6,72.0,66.7,49.1,121.0,6.0,5.0,10.0,1.26,14.5,
183,Baptiste Reynet_2019_Toulouse,Ligue 1,FRA,GK,27.0,1990.0,31.0,31.0,2704.0,30.0,45.0,1.5,143.0,98.0,71.3,6.0,11.0,14.0,6.0,19.4,5.0,4.0,1.0,0.0,20.0,https://fbref.com/en/players/bcf1b2e9/Baptiste-Reynet,45.0,4.0,1.0,4.0,1.0,43.5,0.27,-0.5,-0.02,211.0,555.0,38.0,789.0,138.0,44.9,37.8,312.0,64.4,47.7,498.0,15.0,3.0,32.0,1.07,15.4,2400000.0
184,Juan Musso_2019_Udinese,Serie A,ARG,GK,24.0,1994.0,29.0,29.0,2610.0,29.0,40.0,1.38,144.0,105.0,77.8,9.0,8.0,12.0,7.0,24.1,8.0,8.0,0.0,0.0,0.0,https://fbref.com/en/players/a111cf41/Juan-Musso,40.0,8.0,0.0,6.0,1.0,42.4,0.25,3.4,0.12,237.0,540.0,43.9,559.0,106.0,51.0,38.6,313.0,81.5,51.2,593.0,17.0,2.9,10.0,0.34,9.8,12000000.0
185,Simone Scuffet_2019_Udinese,Serie A,ITA,GK,22.0,1996.0,9.0,9.0,810.0,9.0,13.0,1.44,38.0,25.0,68.4,2.0,2.0,5.0,2.0,22.2,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/41bd99ea/Simone-Scuffet,13.0,1.0,0.0,0.0,0.0,13.4,0.33,0.4,0.05,65.0,140.0,46.4,171.0,33.0,44.4,36.0,93.0,68.8,46.0,142.0,2.0,1.4,4.0,0.44,10.0,
186,Jaume Domenech_2019_Valencia,La Liga,ESP,GK,27.0,1990.0,4.0,4.0,360.0,4.0,1.0,0.25,13.0,12.0,92.3,2.0,2.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/c9cb972b/Jaume-Domenech,1.0,0.0,0.0,1.0,0.0,2.6,0.2,1.6,0.4,24.0,49.0,49.0,61.0,18.0,37.7,35.1,30.0,86.7,54.7,58.0,4.0,6.9,2.0,0.5,12.5,6000000.0
187,Neto_2019_Valencia,La Liga,BRA,GK,29.0,1989.0,34.0,34.0,3060.0,34.0,34.0,1.0,139.0,106.0,80.6,13.0,14.0,7.0,10.0,29.4,8.0,7.0,1.0,0.0,12.5,https://fbref.com/en/players/a9dc785c/Neto,34.0,7.0,2.0,5.0,2.0,39.8,0.24,7.8,0.23,162.0,499.0,32.5,574.0,158.0,47.6,39.4,275.0,82.2,57.4,562.0,10.0,1.8,16.0,0.47,12.5,
188,Jordi Masip_2019_Valladolid,La Liga,ESP,GK,29.0,1989.0,35.0,35.0,3150.0,35.0,45.0,1.29,143.0,96.0,72.0,10.0,9.0,16.0,9.0,25.7,8.0,5.0,3.0,0.0,37.5,https://fbref.com/en/players/8fae77ea/Jordi-Masip,45.0,5.0,0.0,8.0,1.0,47.8,0.29,3.8,0.11,243.0,771.0,31.5,820.0,166.0,58.2,42.4,329.0,89.4,60.3,583.0,18.0,3.1,12.0,0.34,11.2,4800000.0
189,Yoel_2019_Valladolid,La Liga,ESP,GK,29.0,1988.0,3.0,3.0,270.0,3.0,6.0,2.0,12.0,6.0,58.3,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/61bb7498/Yoel,6.0,1.0,1.0,0.0,0.0,5.3,0.36,-0.7,-0.22,26.0,71.0,36.6,80.0,6.0,68.8,47.5,18.0,88.9,65.0,31.0,2.0,6.5,2.0,0.67,13.1,
190,Sergio Asenjo_2019_Villarreal,La Liga,ESP,GK,29.0,1989.0,32.0,32.0,2880.0,32.0,45.0,1.41,162.0,119.0,73.5,7.0,12.0,13.0,9.0,28.1,4.0,2.0,1.0,1.0,33.3,https://fbref.com/en/players/9f0ea33f/Sergio-Asenjo,45.0,2.0,2.0,4.0,3.0,47.3,0.28,5.3,0.17,182.0,439.0,41.5,566.0,134.0,46.5,39.2,254.0,69.3,51.5,580.0,20.0,3.4,26.0,0.81,11.8,9500000.0
191,Andres Fernandez_2019_Villarreal,La Liga,ESP,GK,31.0,1986.0,6.0,6.0,540.0,6.0,7.0,1.17,23.0,16.0,73.9,3.0,2.0,1.0,2.0,33.3,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/307fcd26/Andres-Fernandez,7.0,1.0,0.0,1.0,0.0,8.5,0.33,1.5,0.25,45.0,93.0,48.4,142.0,20.0,43.7,37.5,49.0,63.3,45.9,97.0,3.0,3.1,10.0,1.67,16.1,
192,Ben Foster_2019_Watford,Premier League,ENG,GK,35.0,1983.0,38.0,38.0,3420.0,38.0,59.0,1.55,180.0,123.0,69.4,14.0,8.0,16.0,7.0,18.4,5.0,4.0,1.0,0.0,20.0,https://fbref.com/en/players/d0b3ceb9/Ben-Foster,59.0,4.0,2.0,6.0,3.0,55.5,0.3,-0.5,-0.01,340.0,941.0,36.1,942.0,98.0,69.9,45.9,308.0,91.9,63.2,575.0,31.0,5.4,72.0,1.89,16.9,1200000.0
193,Stefanos Kapino_2019_Werder Bremen,Bundesliga,GRE,GK,24.0,1994.0,1.0,0.0,45.0,0.5,1.0,2.0,3.0,2.0,66.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/62ba5881/Stefanos-Kapino,1.0,0.0,0.0,0.0,0.0,0.5,0.18,-0.5,-0.98,0.0,4.0,0.0,13.0,7.0,23.1,28.5,3.0,33.3,39.7,8.0,0.0,0.0,0.0,0.0,12.0,
194,Jiri Pavlenka_2019_Werder Bremen,Bundesliga,CZE,GK,26.0,1992.0,34.0,34.0,2978.0,33.1,47.0,1.42,153.0,106.0,71.2,14.0,11.0,9.0,5.0,14.7,4.0,3.0,0.0,1.0,0.0,https://fbref.com/en/players/0a1cb833/Jiri-Pavlenka,47.0,3.0,2.0,5.0,0.0,47.1,0.3,0.1,0.0,211.0,495.0,42.6,925.0,160.0,36.4,34.8,304.0,52.0,43.1,494.0,13.0,2.6,25.0,0.76,13.4,6500000.0
195,Luca Plogmann_2019_Werder Bremen,Bundesliga,GER,GK,18.0,2000.0,1.0,0.0,37.0,0.4,1.0,2.43,1.0,0.0,100.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/206c37d3/Luca-Plogmann,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.05,2.0,2.0,100.0,3.0,2.0,0.0,14.3,3.0,66.7,45.7,8.0,0.0,0.0,0.0,0.0,,
196,Lukasz Fabianski_2019_West Ham,Premier League,POL,GK,33.0,1985.0,38.0,38.0,3420.0,38.0,55.0,1.45,198.0,143.0,74.2,15.0,7.0,16.0,7.0,18.4,5.0,4.0,1.0,0.0,20.0,https://fbref.com/en/players/9328b835/Lukasz-Fabianski,55.0,4.0,0.0,10.0,1.0,62.7,0.31,8.7,0.23,306.0,825.0,37.1,917.0,155.0,59.0,43.0,309.0,91.9,61.3,554.0,29.0,5.2,16.0,0.42,12.1,3200000.0
197,Koen Casteels_2019_Wolfsburg,Bundesliga,BEL,GK,26.0,1992.0,26.0,26.0,2295.0,25.5,39.0,1.53,119.0,79.0,70.6,11.0,6.0,9.0,8.0,30.8,5.0,4.0,1.0,0.0,20.0,https://fbref.com/en/players/db401046/Koen-Casteels,39.0,4.0,3.0,1.0,0.0,40.0,0.31,1.0,0.04,194.0,420.0,46.2,981.0,148.0,31.9,33.8,200.0,53.5,45.8,398.0,21.0,5.3,26.0,1.02,14.4,10500000.0
198,Pavao Pervan_2019_Wolfsburg,Bundesliga,AUT,GK,30.0,1987.0,10.0,8.0,765.0,8.5,11.0,1.29,40.0,29.0,72.5,5.0,1.0,2.0,1.0,12.5,1.0,0.0,0.0,1.0,,https://fbref.com/en/players/c89e8aae/Pavao-Pervan,11.0,0.0,0.0,0.0,0.0,11.9,0.3,0.9,0.1,67.0,140.0,47.9,270.0,38.0,34.4,34.0,75.0,62.7,48.9,132.0,3.0,2.3,2.0,0.24,10.9,
199,Will Norris_2019_Wolves,Premier League,ENG,GK,24.0,1993.0,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/c73ada83/Will-Norris,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,
200,Rui Patricio_2019_Wolves,Premier League,POR,GK,30.0,1988.0,37.0,37.0,3330.0,37.0,46.0,1.24,138.0,96.0,68.8,15.0,9.0,13.0,7.0,18.9,4.0,3.0,0.0,1.0,0.0,https://fbref.com/en/players/79b0d6a0/Rui-Patricio,46.0,3.0,1.0,6.0,4.0,39.3,0.27,-2.7,-0.07,213.0,541.0,39.4,579.0,103.0,52.8,39.1,284.0,82.7,50.5,493.0,14.0,2.8,18.0,0.49,12.1,16000000.0
201,John Ruddy_2019_Wolves,Premier League,ENG,GK,31.0,1986.0,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/da8b19e2/John-Ruddy,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.14,5.0,11.0,45.5,14.0,2.0,35.7,37.9,7.0,85.7,49.7,15.0,1.0,6.7,0.0,0.0,11.0,2000000.0
202,Fernando Pacheco_2020_Alaves,La Liga,ESP,GK,27.0,1992.0,27.0,27.0,2358.0,26.2,37.0,1.41,102.0,62.0,71.6,7.0,7.0,13.0,6.0,22.2,11.0,8.0,3.0,0.0,27.3,https://fbref.com/en/players/97852360/Fernando-Pacheco,37.0,8.0,3.0,2.0,0.0,34.3,0.24,-2.7,-0.1,262.0,572.0,45.8,558.0,85.0,62.0,42.5,250.0,90.4,56.7,386.0,8.0,2.1,11.0,0.42,13.1,
203,Roberto_2020_Alaves,La Liga,ESP,GK,33.0,1986.0,9.0,8.0,790.0,8.8,19.0,2.16,54.0,35.0,70.4,2.0,1.0,5.0,2.0,25.0,3.0,3.0,0.0,0.0,0.0,https://fbref.com/en/players/ba3ca78f/Roberto,19.0,3.0,0.0,1.0,0.0,20.1,0.33,1.1,0.13,84.0,195.0,43.1,170.0,9.0,78.8,52.6,66.0,92.4,65.9,107.0,3.0,2.8,3.0,0.34,11.5,
204,Antonio Sivera_2020_Alaves,La Liga,ESP,GK,22.0,1996.0,3.0,3.0,270.0,3.0,3.0,1.0,5.0,2.0,60.0,1.0,1.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/9970da54/Antonio-Sivera,3.0,1.0,0.0,0.0,0.0,2.2,0.25,-0.8,-0.28,29.0,61.0,47.5,56.0,9.0,67.9,46.1,27.0,85.2,57.9,34.0,1.0,2.9,1.0,0.33,9.1,
205,Regis Gurtner_2020_Amiens,Ligue 1,FRA,GK,32.0,1986.0,28.0,28.0,2520.0,28.0,50.0,1.79,142.0,93.0,65.5,4.0,11.0,13.0,5.0,17.9,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/bc270726/Regis-Gurtner,50.0,1.0,1.0,12.0,1.0,40.8,0.29,-8.2,-0.29,194.0,462.0,42.0,562.0,93.0,47.7,38.4,255.0,76.1,51.0,425.0,10.0,2.4,10.0,0.36,11.8,
206,Ludovic Butelle_2020_Angers,Ligue 1,FRA,GK,36.0,1983.0,26.0,26.0,2340.0,26.0,32.0,1.23,83.0,51.0,65.1,10.0,6.0,10.0,11.0,42.3,3.0,3.0,0.0,0.0,0.0,https://fbref.com/en/players/26975a92/Ludovic-Butelle,32.0,3.0,2.0,1.0,0.0,26.7,0.29,-5.3,-0.2,119.0,342.0,34.8,494.0,116.0,39.5,35.9,203.0,72.4,50.6,319.0,15.0,4.7,22.0,0.85,15.1,
207,Danijel Petkovic_2020_Angers,Ligue 1,MNE,GK,26.0,1993.0,2.0,2.0,180.0,2.0,1.0,0.5,7.0,6.0,85.7,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/b98cea65/Danijel-Petkovic,1.0,0.0,0.0,0.0,0.0,1.1,0.16,0.1,0.06,15.0,27.0,55.6,34.0,10.0,44.1,35.0,19.0,63.2,46.6,43.0,4.0,9.3,0.0,0.0,4.7,
208,Bernd Leno_2020_Arsenal,Premier League,GER,GK,27.0,1992.0,30.0,30.0,2649.0,29.4,39.0,1.33,151.0,111.0,78.1,9.0,13.0,8.0,7.0,23.3,7.0,6.0,1.0,0.0,14.3,https://fbref.com/en/players/2628fd2b/Bernd-Leno,39.0,6.0,0.0,6.0,0.0,40.0,0.22,1.0,0.04,64.0,266.0,24.1,732.0,185.0,23.4,27.9,253.0,37.5,34.4,468.0,17.0,3.6,38.0,1.29,15.6,22000000.0
209,Emiliano Martinez_2020_Arsenal,Premier League,ARG,GK,26.0,1992.0,9.0,8.0,771.0,8.6,9.0,1.05,42.0,33.0,81.0,5.0,1.0,2.0,3.0,37.5,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/7956236f/Emiliano-Martinez,9.0,1.0,0.0,3.0,0.0,11.8,0.26,2.8,0.32,28.0,98.0,28.6,232.0,48.0,29.3,31.4,61.0,49.2,40.2,138.0,8.0,5.8,4.0,0.47,13.2,30000000.0
210,Tom Heaton_2020_Aston Villa,Premier League,ENG,GK,33.0,1986.0,20.0,20.0,1794.0,19.9,35.0,1.76,102.0,68.0,68.6,6.0,3.0,11.0,4.0,20.0,3.0,3.0,0.0,0.0,0.0,https://fbref.com/en/players/a6de6361/Tom-Heaton,35.0,3.0,1.0,7.0,1.0,28.4,0.26,-5.6,-0.28,112.0,358.0,31.3,431.0,99.0,52.4,39.5,195.0,67.7,50.5,379.0,11.0,2.9,13.0,0.65,12.1,1000000.0
