,unique_ID,Comp,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90,GA,GA90,SoTA,Saves,Save_percent,W,D,L,CS,CS_percent,PKatt_Penalty,PKA_Penalty,PKsv_Penalty,PKm_Penalty,Save_percent_Penalty,Url,GA_Goals,PKA_Goals,FK_Goals,CK_Goals,OG_Goals,PSxG_Expected,PSxG_per_SoT_Expected,PSxG+_per__minus__Expected,_per_90_Expected,Cmp_Launched,Att_Launched,Cmp_percent_Launched,Att_Passes,Thr_Passes,Launch_percent_Passes,AvgLen_Passes,Att_Goal,Launch_percent_Goal,AvgLen_Goal,Opp_Crosses,Stp_Crosses,Stp_percent_Crosses,#OPA_Sweeper,#OPA_per_90_Sweeper,AvgDist_Sweeper,player_market_value_euro
618,Paul Bernardoni_2022_Angers,Ligue 1,FRA,GK,24.0,1997.0,13.0,13.0,1170.0,13.0,19.0,1.46,46.0,27.0,65.2,4.0,5.0,4.0,4.0,30.8,3.0,3.0,0.0,0.0,0.0,https://fbref.com/en/players/28dabd43/Paul-Bernardoni,19.0,3.0,2.0,6.0,0.0,15.9,0.28,-3.1,-0.24,46.0,111.0,41.4,241.0,86.0,27.0,31.8,98.0,46.9,39.0,192.0,21.0,10.9,14.0,1.08,12.5,2500000.0
619,Anthony Mandrea_2022_Angers,Ligue 1,ALG,GK,24.0,1996.0,10.0,10.0,900.0,10.0,14.0,1.4,44.0,31.0,68.2,3.0,3.0,4.0,2.0,20.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/f7d3a773/Anthony-Mandrea,14.0,0.0,0.0,2.0,1.0,12.6,0.29,-0.4,-0.04,37.0,139.0,26.6,184.0,37.0,50.5,40.5,88.0,52.3,45.2,186.0,8.0,4.3,8.0,0.8,11.6,
620,Danijel Petkovic_2022_Angers,Ligue 1,MNE,GK,28.0,1993.0,15.0,15.0,1350.0,15.0,22.0,1.47,65.0,45.0,69.2,3.0,3.0,9.0,2.0,13.3,2.0,2.0,0.0,0.0,0.0,https://fbref.com/en/players/b98cea65/Danijel-Petkovic,22.0,2.0,0.0,1.0,2.0,19.0,0.27,-1.0,-0.07,39.0,126.0,31.0,333.0,93.0,22.8,29.8,120.0,41.7,37.1,198.0,15.0,7.6,16.0,1.07,13.2,
621,Stefanos Kapino_2022_Arminia,Bundesliga,GRE,GK,27.0,1994.0,1.0,1.0,90.0,1.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/62ba5881/Stefanos-Kapino,0.0,0.0,0.0,0.0,0.0,1.0,0.26,1.0,1.02,7.0,16.0,43.8,21.0,3.0,38.1,37.3,10.0,80.0,48.9,31.0,1.0,3.2,2.0,2.0,18.4,
622,Stefan Ortega_2022_Arminia,Bundesliga,GER,GK,28.0,1992.0,33.0,33.0,2970.0,33.0,53.0,1.61,176.0,125.0,73.9,4.0,13.0,16.0,6.0,18.2,7.0,7.0,0.0,0.0,0.0,https://fbref.com/en/players/c1242d4e/Stefan-Ortega,53.0,7.0,1.0,6.0,2.0,55.8,0.28,4.8,0.15,412.0,902.0,45.7,1448.0,91.0,49.6,39.2,317.0,58.0,46.9,528.0,11.0,2.1,46.0,1.39,18.6,
623,Bernd Leno_2022_Arsenal,Premier League,GER,GK,29.0,1992.0,4.0,4.0,360.0,4.0,9.0,2.25,19.0,10.0,52.6,1.0,0.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/2628fd2b/Bernd-Leno,9.0,0.0,0.0,0.0,0.0,9.4,0.5,0.4,0.11,17.0,53.0,32.1,77.0,13.0,35.1,33.8,37.0,70.3,50.4,73.0,6.0,8.2,1.0,0.25,7.3,
624,Aaron Ramsdale_2022_Arsenal,Premier League,ENG,GK,23.0,1998.0,34.0,34.0,3060.0,34.0,39.0,1.15,128.0,90.0,73.4,21.0,3.0,10.0,12.0,35.3,6.0,5.0,0.0,1.0,0.0,https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale,39.0,5.0,0.0,3.0,1.0,38.2,0.26,0.2,0.0,134.0,480.0,27.9,993.0,162.0,34.8,33.2,181.0,74.0,55.1,414.0,26.0,6.3,60.0,1.76,16.4,40000000.0
625,Emiliano Martinez_2022_Aston Villa,Premier League,ARG,GK,28.0,1992.0,36.0,36.0,3240.0,36.0,48.0,1.33,140.0,93.0,68.6,13.0,6.0,17.0,11.0,30.6,6.0,4.0,1.0,1.0,20.0,https://fbref.com/en/players/7956236f/Emiliano-Martinez,48.0,4.0,2.0,5.0,2.0,42.1,0.27,-3.9,-0.11,146.0,406.0,36.0,824.0,162.0,36.4,33.6,275.0,38.5,34.1,474.0,34.0,7.2,33.0,0.92,15.4,28000000.0
626,Robin Olsen_2022_Aston Villa,Premier League,SWE,GK,31.0,1990.0,1.0,1.0,90.0,1.0,3.0,3.0,5.0,2.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/e7ee38c3/Robin-Olsen,3.0,0.0,0.0,0.0,0.0,2.2,0.44,-0.8,-0.78,8.0,25.0,32.0,26.0,7.0,46.2,38.3,20.0,65.0,48.6,28.0,5.0,17.9,0.0,0.0,5.8,1500000.0
627,Jed Steer_2022_Aston Villa,Premier League,ENG,GK,28.0,1992.0,1.0,1.0,90.0,1.0,3.0,3.0,4.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/a8a3d139/Jed-Steer,3.0,0.0,0.0,0.0,0.0,2.2,0.55,-0.8,-0.81,3.0,11.0,27.3,32.0,7.0,28.1,30.4,6.0,33.3,31.2,11.0,1.0,9.1,1.0,1.0,16.3,
628,Juan Musso_2022_Atalanta,Serie A,ARG,GK,27.0,1994.0,33.0,33.0,2932.0,32.6,42.0,1.29,119.0,80.0,67.2,16.0,8.0,9.0,8.0,24.2,4.0,3.0,0.0,1.0,0.0,https://fbref.com/en/players/a111cf41/Juan-Musso,42.0,3.0,0.0,2.0,3.0,37.5,0.3,-1.5,-0.05,147.0,348.0,42.2,744.0,170.0,27.4,31.3,208.0,69.2,49.7,308.0,28.0,9.1,39.0,1.2,16.5,8000000.0
629,Francesco Rossi_2022_Atalanta,Serie A,ITA,GK,30.0,1991.0,1.0,0.0,37.0,0.4,1.0,2.43,2.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/7b5f516f/Francesco-Rossi,1.0,0.0,0.0,0.0,0.0,1.0,0.52,0.0,0.11,2.0,6.0,33.3,12.0,0.0,41.7,37.8,4.0,25.0,39.3,3.0,0.0,0.0,0.0,0.0,18.0,
630,Marco Sportiello_2022_Atalanta,Serie A,ITA,GK,29.0,1992.0,5.0,5.0,450.0,5.0,5.0,1.0,18.0,13.0,83.3,0.0,3.0,2.0,2.0,40.0,2.0,2.0,0.0,0.0,0.0,https://fbref.com/en/players/ac4003af/Marco-Sportiello,5.0,2.0,0.0,1.0,0.0,5.6,0.2,0.6,0.12,8.0,33.0,24.2,107.0,33.0,14.0,26.0,28.0,64.3,47.0,45.0,1.0,2.2,4.0,0.8,13.9,1500000.0
631,Julen Agirrezabala_2022_Athletic Club,La Liga,ESP,GK,20.0,2000.0,4.0,4.0,360.0,4.0,5.0,1.25,20.0,15.0,75.0,1.0,2.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala,5.0,0.0,0.0,0.0,0.0,5.0,0.27,0.0,0.0,13.0,31.0,41.9,56.0,12.0,33.9,33.1,26.0,46.2,36.0,48.0,1.0,2.1,6.0,1.5,17.5,5000000.0
632,Unai Simon_2022_Athletic Club,La Liga,ESP,GK,24.0,1997.0,34.0,34.0,3060.0,34.0,31.0,0.91,111.0,81.0,74.8,13.0,11.0,10.0,12.0,35.3,3.0,3.0,0.0,0.0,0.0,https://fbref.com/en/players/5dcf3e90/Unai-Simon,31.0,3.0,0.0,2.0,1.0,31.9,0.26,1.9,0.06,145.0,371.0,39.1,692.0,189.0,35.5,33.8,243.0,51.4,42.3,529.0,29.0,5.5,35.0,1.03,15.2,25000000.0
633,Jan Oblak_2022_Atletico Madrid,La Liga,SVN,GK,28.0,1993.0,38.0,38.0,3420.0,38.0,43.0,1.13,106.0,65.0,66.0,21.0,8.0,9.0,12.0,31.6,8.0,7.0,1.0,0.0,12.5,https://fbref.com/en/players/ee8508c0/Jan-Oblak,43.0,7.0,2.0,4.0,3.0,32.3,0.23,-7.7,-0.2,170.0,598.0,28.4,810.0,155.0,49.9,39.0,283.0,68.6,48.6,477.0,27.0,5.7,29.0,0.76,13.8,
634,Rafal Gikiewicz_2022_Augsburg,Bundesliga,POL,GK,33.0,1987.0,34.0,34.0,3060.0,34.0,56.0,1.65,156.0,102.0,67.3,10.0,8.0,16.0,9.0,26.5,5.0,5.0,0.0,0.0,0.0,https://fbref.com/en/players/17376543/Rafal-Gikiewicz,56.0,5.0,1.0,2.0,2.0,52.3,0.31,-1.7,-0.05,233.0,579.0,40.2,951.0,145.0,41.9,36.5,287.0,63.1,47.7,532.0,24.0,4.5,51.0,1.5,16.7,
635,Neto_2022_Barcelona,La Liga,BRA,GK,32.0,1989.0,3.0,3.0,270.0,3.0,4.0,1.33,14.0,10.0,71.4,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/a9dc785c/Neto,4.0,0.0,1.0,1.0,0.0,4.1,0.29,0.1,0.02,17.0,34.0,50.0,106.0,18.0,28.3,31.6,24.0,16.7,29.2,42.0,0.0,0.0,4.0,1.33,18.0,
636,Marc-Andre ter Stegen_2022_Barcelona,La Liga,GER,GK,29.0,1992.0,35.0,35.0,3150.0,35.0,34.0,0.97,109.0,74.0,70.6,19.0,9.0,7.0,11.0,31.4,3.0,2.0,1.0,0.0,33.3,https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen,34.0,2.0,0.0,6.0,0.0,30.1,0.26,-3.9,-0.11,130.0,255.0,51.0,1072.0,147.0,17.6,26.9,205.0,32.2,33.9,342.0,15.0,4.4,34.0,0.97,15.3,35000000.0
637,Christian Fruchtl_2022_Bayern Munich,Bundesliga,GER,GK,21.0,2000.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/1940be91/Christian-Fruchtl,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,100.0,4.0,0.0,25.0,18.0,0.0,,,0.0,0.0,,0.0,0.0,19.0,
638,Manuel Neuer_2022_Bayern Munich,Bundesliga,GER,GK,35.0,1986.0,28.0,28.0,2510.0,27.9,26.0,0.93,89.0,63.0,71.9,22.0,4.0,2.0,10.0,35.7,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/8778c910/Manuel-Neuer,26.0,1.0,0.0,1.0,0.0,23.9,0.26,-2.1,-0.07,110.0,223.0,49.3,1085.0,163.0,19.0,27.6,166.0,10.2,25.3,262.0,9.0,3.4,95.0,3.41,26.2,7000000.0
639,Sven Ulreich_2022_Bayern Munich,Bundesliga,GER,GK,32.0,1988.0,6.0,6.0,540.0,6.0,11.0,1.83,23.0,13.0,56.5,2.0,1.0,3.0,1.0,16.7,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/7d3e7da6/Sven-Ulreich,11.0,1.0,1.0,1.0,1.0,8.7,0.34,-1.3,-0.22,10.0,32.0,31.3,197.0,31.0,14.2,25.2,38.0,10.5,20.2,54.0,3.0,5.6,10.0,1.67,19.2,
640,Claudio Bravo_2022_Betis,La Liga,CHI,GK,38.0,1983.0,17.0,17.0,1456.0,16.2,19.0,1.17,56.0,39.0,67.9,8.0,4.0,5.0,5.0,29.4,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/10072610/Claudio-Bravo,19.0,1.0,0.0,1.0,2.0,18.6,0.31,1.6,0.1,109.0,272.0,40.1,405.0,53.0,51.9,39.9,99.0,62.6,47.9,251.0,6.0,2.4,9.0,0.56,11.0,
641,Rui Silva_2022_Betis,La Liga,POR,GK,27.0,1994.0,22.0,21.0,1964.0,21.8,21.0,0.96,76.0,55.0,75.0,11.0,4.0,6.0,8.0,38.1,2.0,2.0,0.0,0.0,0.0,https://fbref.com/en/players/ea83bfa6/Rui-Silva,21.0,2.0,0.0,2.0,0.0,20.5,0.24,-0.5,-0.02,92.0,275.0,33.5,557.0,104.0,33.8,33.1,176.0,49.4,41.6,341.0,18.0,5.3,32.0,1.47,15.7,
642,Michael Esser_2022_Bochum,Bundesliga,GER,GK,33.0,1987.0,3.0,3.0,270.0,3.0,7.0,2.33,21.0,14.0,76.2,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,https://fbref.com/en/players/83e0eeb4/Michael-Esser,7.0,2.0,0.0,1.0,0.0,8.5,0.32,1.5,0.51,20.0,65.0,30.8,104.0,10.0,41.3,36.1,30.0,73.3,48.3,52.0,1.0,1.9,1.0,0.33,10.7,
643,Manuel Riemann_2022_Bochum,Bundesliga,GER,GK,32.0,1988.0,31.0,31.0,2790.0,31.0,45.0,1.45,155.0,112.0,72.9,10.0,6.0,15.0,7.0,22.6,6.0,3.0,2.0,1.0,40.0,https://fbref.com/en/players/9f941969/Manuel-Riemann,45.0,3.0,1.0,3.0,4.0,41.4,0.27,2.4,0.08,464.0,1004.0,46.2,1353.0,99.0,62.0,43.6,243.0,67.9,48.5,411.0,27.0,6.6,71.0,2.37,19.5,1000000.0
644,Nicola Bagnolini_2022_Bologna,Serie A,ITA,GK,17.0,2004.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/ad263695/Nicola-Bagnolini,0.0,0.0,0.0,0.0,0.0,0.2,0.19,0.2,5.78,0.0,4.0,0.0,3.0,0.0,100.0,61.0,1.0,100.0,60.0,3.0,0.0,0.0,0.0,0.0,,
645,Francesco Bardi_2022_Bologna,Serie A,ITA,GK,29.0,1992.0,2.0,2.0,177.0,2.0,2.0,1.02,9.0,7.0,77.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/0acda699/Francesco-Bardi,2.0,0.0,0.0,0.0,0.0,2.7,0.3,0.7,0.37,5.0,19.0,26.3,35.0,6.0,40.0,33.0,13.0,38.5,32.1,24.0,2.0,8.3,0.0,0.0,5.5,
646,Lukasz Skorupski_2022_Bologna,Serie A,POL,GK,30.0,1991.0,36.0,36.0,3240.0,36.0,53.0,1.47,174.0,122.0,74.1,11.0,9.0,16.0,12.0,33.3,9.0,8.0,1.0,0.0,11.1,https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski,53.0,8.0,1.0,3.0,2.0,53.3,0.26,2.3,0.06,193.0,459.0,42.0,956.0,164.0,39.1,34.0,294.0,28.9,26.6,498.0,27.0,5.4,14.0,0.39,11.3,3500000.0
647,Benoit Costil_2022_Bordeaux,Ligue 1,FRA,GK,34.0,1987.0,25.0,25.0,2250.0,25.0,62.0,2.48,133.0,72.0,57.1,3.0,8.0,14.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,https://fbref.com/en/players/2434f24a/Benoit-Costil,62.0,5.0,1.0,5.0,1.0,44.1,0.29,-16.9,-0.68,181.0,424.0,42.7,686.0,78.0,40.2,35.3,218.0,67.9,47.9,355.0,9.0,2.5,39.0,1.56,16.9,
648,Gaetan Poussin_2022_Bordeaux,Ligue 1,FRA,GK,22.0,1999.0,13.0,13.0,1170.0,13.0,29.0,2.23,61.0,32.0,55.7,3.0,5.0,5.0,2.0,15.4,4.0,2.0,2.0,0.0,50.0,https://fbref.com/en/players/c252c705/Gaetan-Poussin,29.0,2.0,0.0,5.0,2.0,20.4,0.27,-6.6,-0.51,75.0,198.0,37.9,373.0,55.0,36.5,33.1,111.0,55.9,41.0,191.0,10.0,5.2,40.0,3.08,17.6,
649,Alvaro Fernandez_2022_Brentford,Premier League,ESP,GK,23.0,1998.0,12.0,12.0,1080.0,12.0,24.0,2.0,69.0,47.0,66.7,3.0,2.0,7.0,1.0,8.3,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/f127d782/Alvaro-Fernandez,24.0,1.0,0.0,5.0,2.0,19.9,0.28,-2.1,-0.17,64.0,216.0,29.6,433.0,60.0,40.4,33.9,83.0,49.4,36.9,194.0,9.0,4.6,18.0,1.5,16.8,
650,Jonas Lossl_2022_Brentford,Premier League,DEN,GK,32.0,1989.0,2.0,2.0,180.0,2.0,5.0,2.5,7.0,2.0,28.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/939bc634/Jonas-Lossl,5.0,0.0,0.0,0.0,0.0,3.2,0.46,-1.8,-0.9,9.0,25.0,36.0,48.0,6.0,43.8,35.7,13.0,30.8,31.7,30.0,1.0,3.3,5.0,2.5,22.7,
651,David Raya_2022_Brentford,Premier League,ESP,GK,25.0,1995.0,24.0,24.0,2160.0,24.0,27.0,1.13,103.0,76.0,77.7,10.0,5.0,9.0,8.0,33.3,4.0,4.0,0.0,0.0,0.0,https://fbref.com/en/players/98ea5115/David-Raya,27.0,4.0,1.0,3.0,0.0,26.2,0.22,-0.8,-0.03,225.0,527.0,42.7,876.0,118.0,44.4,36.2,202.0,68.3,49.9,402.0,27.0,6.7,35.0,1.46,15.8,30000000.0
652,Marco Bizot_2022_Brest,Ligue 1,NED,GK,30.0,1991.0,38.0,38.0,3420.0,38.0,57.0,1.5,170.0,115.0,68.8,13.0,9.0,16.0,7.0,18.4,4.0,4.0,0.0,0.0,0.0,https://fbref.com/en/players/3d214e5f/Marco-Bizot,57.0,4.0,0.0,8.0,2.0,51.0,0.28,-4.0,-0.1,290.0,624.0,46.5,877.0,205.0,43.1,37.4,328.0,75.0,53.1,541.0,16.0,3.0,34.0,0.89,14.1,3500000.0
653,Robert Sanchez_2022_Brighton,Premier League,ESP,GK,23.0,1997.0,37.0,37.0,3329.0,37.0,42.0,1.14,141.0,99.0,72.3,12.0,15.0,10.0,11.0,29.7,4.0,3.0,0.0,1.0,0.0,https://fbref.com/en/players/6a713852/Robert-Sanchez,42.0,3.0,1.0,5.0,0.0,40.9,0.28,-1.1,-0.03,158.0,561.0,28.2,1285.0,186.0,31.9,33.0,234.0,64.5,48.9,517.0,60.0,11.6,36.0,0.97,12.9,22000000.0
654,Jason Steele_2022_Brighton,Premier League,ENG,GK,30.0,1990.0,1.0,1.0,90.0,1.0,2.0,2.0,5.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/28300a16/Jason-Steele,2.0,0.0,0.0,1.0,0.0,1.6,0.33,-0.4,-0.37,2.0,6.0,33.3,32.0,2.0,9.4,23.9,6.0,50.0,40.0,16.0,0.0,0.0,0.0,0.0,9.3,4000000.0
655,Wayne Hennessey_2022_Burnley,Premier League,WAL,GK,34.0,1987.0,2.0,2.0,180.0,2.0,6.0,3.0,13.0,8.0,53.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/76eca7e2/Wayne-Hennessey,6.0,0.0,0.0,1.0,1.0,3.2,0.26,-1.8,-0.91,27.0,63.0,42.9,57.0,7.0,77.2,50.8,21.0,90.5,63.6,37.0,0.0,0.0,4.0,2.0,17.0,
656,Nick Pope_2022_Burnley,Premier League,ENG,GK,29.0,1992.0,36.0,36.0,3240.0,36.0,47.0,1.31,165.0,119.0,74.5,7.0,14.0,15.0,9.0,25.0,5.0,5.0,0.0,0.0,0.0,https://fbref.com/en/players/4b40d9ca/Nick-Pope,47.0,5.0,1.0,6.0,1.0,44.3,0.25,-1.7,-0.05,319.0,807.0,39.5,793.0,147.0,69.2,46.2,283.0,91.2,61.2,605.0,46.0,7.6,80.0,2.22,17.4,
657,Alessio Cragno_2022_Cagliari,Serie A,ITA,GK,27.0,1994.0,35.0,35.0,3150.0,35.0,63.0,1.8,168.0,104.0,66.1,6.0,10.0,19.0,2.0,5.7,8.0,6.0,2.0,0.0,25.0,https://fbref.com/en/players/f554e29b/Alessio-Cragno,63.0,6.0,4.0,10.0,1.0,52.4,0.28,-9.6,-0.27,321.0,703.0,45.7,890.0,112.0,52.9,39.4,316.0,73.4,48.2,484.0,22.0,4.5,33.0,0.94,15.0,
658,Boris Radunovic_2022_Cagliari,Serie A,SRB,GK,25.0,1996.0,3.0,3.0,270.0,3.0,5.0,1.67,17.0,11.0,76.5,0.0,2.0,1.0,1.0,33.3,2.0,1.0,1.0,0.0,50.0,https://fbref.com/en/players/0dfce079/Boris-Radunovic,5.0,1.0,1.0,0.0,0.0,6.4,0.26,1.4,0.46,22.0,62.0,35.5,72.0,10.0,54.2,41.5,28.0,82.1,51.1,42.0,1.0,2.4,1.0,0.33,13.8,
659,Matias Dituro_2022_Celta Vigo,La Liga,ARG,GK,34.0,1987.0,38.0,38.0,3420.0,38.0,43.0,1.13,136.0,91.0,71.3,12.0,10.0,16.0,14.0,36.8,8.0,4.0,4.0,0.0,50.0,https://fbref.com/en/players/b6160ad0/Matias-Dituro,43.0,4.0,0.0,1.0,2.0,43.3,0.27,2.3,0.06,303.0,804.0,37.7,1176.0,131.0,51.3,40.3,283.0,71.0,52.4,452.0,36.0,8.0,37.0,0.97,14.3,
660,Kepa Arrizabalaga_2022_Chelsea,Premier League,ESP,GK,26.0,1994.0,4.0,4.0,360.0,4.0,2.0,0.5,13.0,11.0,84.6,2.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga,2.0,0.0,0.0,1.0,0.0,3.2,0.25,1.2,0.3,8.0,29.0,27.6,117.0,29.0,19.7,26.4,21.0,28.6,27.6,44.0,2.0,4.5,8.0,2.0,18.8,18000000.0
661,Edouard Mendy_2022_Chelsea,Premier League,SEN,GK,29.0,1992.0,34.0,34.0,3060.0,34.0,31.0,0.91,102.0,72.0,75.5,19.0,10.0,5.0,14.0,41.2,6.0,6.0,0.0,0.0,0.0,https://fbref.com/en/players/33887998/Edouard-Mendy,31.0,6.0,0.0,1.0,1.0,28.4,0.22,-1.6,-0.05,83.0,193.0,43.0,779.0,154.0,18.9,25.3,177.0,26.0,24.9,375.0,28.0,7.5,46.0,1.35,14.9,12000000.0
662,Arthur Desmas_2022_Clermont Foot,Ligue 1,FRA,GK,27.0,1994.0,15.0,15.0,1304.0,14.5,33.0,2.28,66.0,34.0,54.5,3.0,5.0,7.0,3.0,20.0,3.0,3.0,0.0,0.0,0.0,https://fbref.com/en/players/e8c5dd4d/Arthur-Desmas,33.0,3.0,0.0,3.0,1.0,22.3,0.3,-9.7,-0.67,32.0,133.0,24.1,302.0,53.0,28.8,30.2,112.0,41.1,33.8,159.0,5.0,3.1,4.0,0.28,10.6,
663,Ouparine Djoco_2022_Clermont Foot,Ligue 1,SEN,GK,23.0,1998.0,24.0,23.0,2116.0,23.5,36.0,1.53,99.0,65.0,65.7,6.0,4.0,13.0,5.0,21.7,2.0,2.0,0.0,0.0,0.0,https://fbref.com/en/players/62124972/Ouparine-Djoco,36.0,2.0,0.0,7.0,2.0,28.2,0.27,-5.8,-0.24,92.0,302.0,30.5,584.0,107.0,36.6,33.7,154.0,57.1,40.5,304.0,23.0,7.6,28.0,1.19,14.2,
664,Jack Butland_2022_Crystal Palace,Premier League,ENG,GK,28.0,1993.0,9.0,8.0,765.0,8.5,13.0,1.53,28.0,16.0,53.6,2.0,4.0,2.0,1.0,12.5,1.0,0.0,1.0,0.0,100.0,https://fbref.com/en/players/cc70a1d5/Jack-Butland,13.0,0.0,1.0,1.0,2.0,9.7,0.31,-1.3,-0.16,25.0,93.0,26.9,221.0,40.0,28.5,29.8,66.0,45.5,36.3,139.0,11.0,7.9,7.0,0.82,11.2,1500000.0
665,Vicente Guaita_2022_Crystal Palace,Premier League,ESP,GK,34.0,1987.0,30.0,30.0,2655.0,29.5,33.0,1.12,116.0,83.0,74.1,9.0,11.0,10.0,11.0,36.7,3.0,3.0,0.0,0.0,0.0,https://fbref.com/en/players/ab13a5aa/Vicente-Guaita,33.0,3.0,1.0,10.0,0.0,28.8,0.23,-4.2,-0.14,105.0,282.0,37.2,778.0,182.0,26.6,28.3,201.0,37.3,31.5,386.0,17.0,4.4,36.0,1.22,16.3,1000000.0
666,Jeremias Ledesma_2022_Cadiz,La Liga,ARG,GK,28.0,1993.0,38.0,38.0,3420.0,38.0,51.0,1.34,170.0,117.0,76.5,8.0,15.0,15.0,13.0,34.2,13.0,11.0,2.0,0.0,15.4,https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma,51.0,11.0,0.0,10.0,0.0,52.8,0.24,1.8,0.05,272.0,792.0,34.3,840.0,119.0,63.3,46.0,313.0,83.1,60.2,586.0,42.0,7.2,28.0,0.74,12.1,
667,Roman Burki_2022_Dortmund,Bundesliga,SUI,GK,30.0,1990.0,1.0,1.0,90.0,1.0,1.0,1.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://fbref.com/en/players/9d12e142/Roman-Burki,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.01,0.0,7.0,0.0,20.0,3.0,30.0,28.1,3.0,33.3,34.3,5.0,0.0,0.0,5.0,5.0,27.3,
668,Marwin Hitz_2022_Dortmund,Bundesliga,SUI,GK,33.0,1987.0,5.0,4.0,405.0,4.5,12.0,2.67,25.0,13.0,60.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,https://fbref.com/en/players/2e7ff968/Marwin-Hitz,12.0,2.0,0.0,1.0,0.0,8.6,0.27,-3.4,-0.76,16.0,32.0,50.0,147.0,31.0,18.4,27.7,30.0,16.7,28.2,54.0,3.0,5.6,9.0,2.0,20.6,
669,Gregor Kobel_2022_Dortmund,Bundesliga,SUI,GK,23.0,1997.0,29.0,29.0,2565.0,28.5,39.0,1.37,110.0,73.0,67.3,20.0,3.0,6.0,7.0,24.1,3.0,3.0,0.0,0.0,0.0,https://fbref.com/en/players/cd59b9df/Gregor-Kobel,39.0,3.0,2.0,5.0,2.0,37.3,0.32,0.3,0.01,77.0,240.0,32.1,836.0,142.0,20.5,27.5,185.0,37.3,35.4,343.0,17.0,5.0,49.0,1.72,16.1,35000000.0
670,Jens Grahl_2022_Eint Frankfurt,Bundesliga,GER,GK,32.0,1988.0,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/f26dee6b/Jens-Grahl,2.0,0.0,0.0,0.0,0.0,0.7,0.16,-1.3,-1.35,1.0,4.0,25.0,18.0,5.0,0.0,21.9,11.0,36.4,36.8,10.0,1.0,10.0,0.0,0.0,10.8,
671,Diant Ramaj_2022_Eint Frankfurt,Bundesliga,GER,GK,19.0,2001.0,1.0,1.0,90.0,1.0,1.0,1.0,4.0,3.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://fbref.com/en/players/b90c4a43/Diant-Ramaj,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,-0.01,4.0,14.0,28.6,37.0,6.0,32.4,31.6,4.0,50.0,40.0,24.0,3.0,12.5,3.0,3.0,14.8,
